,in_wers,in_cers,in_pers,in_status,in_texts,in_scores,new_wers,new_cers,new_pers,new_status,new_texts,new_scores,refs
88,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,all
89,1.0,1.0,1.0,1,yeah,-70.9922866821289,1.0,1.0,1.0,1,yeah,-68.85172271728516,burrows
90,1.0,0.6666666666666666,0.6666666666666666,1,ten,-39.113059997558594,1.0,0.6666666666666666,0.6666666666666666,1,ten,-56.01628112792969,tab
91,1.0,0.7777777777777778,0.8888888888888888,1,yes,-28.72608757019043,2.0,0.7777777777777778,0.8888888888888888,1,yes yes,-68.20028686523438,designate
92,1.0,0.8333333333333334,1.0,1,yes,-42.12419891357422,1.0,0.8333333333333334,1.0,1,yes,-53.60310745239258,gouged
93,1.0,0.875,1.0,1,yeah,-45.415218353271484,1.0,1.0,1.0,1,seven,-47.47649383544922,downward
94,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,ah,-38.03424835205078,oil
95,1.0,1.0,1.0,0,,0.0,1.0,0.6666666666666666,0.6666666666666666,1,ten,-56.53813934326172,pencil
96,1.0,1.0,1.0,1,no,-41.22697067260742,1.0,1.3333333333333333,1.0,1,nine,-42.83933639526367,may
97,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,toil
98,1.0,1.0,0.8,1,then,-36.880828857421875,1.0,0.75,0.8,1,one,-59.97106170654297,find
99,1.0,1.0,1.0,0,,0.0,1.0,0.8,0.6666666666666666,1,one,-66.58815002441406,would
100,1.0,1.0,1.0,1,eight,-44.99545669555664,1.0,1.0,1.0,1,hey,-111.10880279541016,aloof
101,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,judith
102,1.0,0.875,0.8181818181818182,1,yeah,-35.036800384521484,1.0,1.0,1.0,0,,0.0,gigantic
103,1.0,1.0,1.0,1,zero,-35.93227005004883,1.0,1.0,1.0,1,zero,-31.222517013549805,soothing
104,1.0,1.0,1.0,0,,0.0,1.0,1.25,1.25,1,seven,-70.7333755493164,from
105,1.0,1.0,0.6666666666666666,1,ten,-45.32032012939453,1.0,1.0,1.0,1,seven,-57.026954650878906,said
106,1.0,2.0,1.5,1,eight,-35.485050201416016,1.0,1.0,1.0,0,,0.0,is
107,1.0,0.8888888888888888,1.0,1,li,-39.37028121948242,1.0,1.0,1.0,0,,0.0,nathaniel
108,1.0,1.0,1.0,0,,0.0,1.0,0.75,0.75,1,one,-54.71074295043945,word
109,1.0,0.8,1.0,1,yeah,-33.2138557434082,1.0,0.8,1.0,1,yeah,-47.32529830932617,their
110,1.0,1.0,1.0,1,hey,-113.19418334960938,1.0,1.0,1.0,1,hey,-110.46739196777344,absolve
111,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,lethargy
112,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,who
113,1.0,1.0,1.0,1,yes,-37.58104705810547,1.0,1.0,1.0,1,yes,-46.715248107910156,with
114,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,use
115,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,like
116,1.0,1.3333333333333333,0.6666666666666666,1,yeah,-45.83464813232422,1.0,1.0,1.0,1,ah,-38.93191909790039,oil
117,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,agricultural
118,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,toil
119,1.0,0.8888888888888888,0.9,1,yes,-44.48265838623047,1.0,0.8888888888888888,0.9,1,yes,-69.72813415527344,vouchsafe
120,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,tango
121,1.0,1.0,1.0,1,yes,-34.490272521972656,1.0,1.0,1.0,1,yes,-34.65155029296875,promulgate
122,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,we
123,1.0,1.0,1.0,0,,0.0,1.0,0.8571428571428571,1.0,1,one,-80.13923645019531,boyhood
124,1.0,0.6666666666666666,1.5,1,hey,-114.2396240234375,1.0,0.6666666666666666,1.5,1,hey,-110.2481918334961,see
125,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,they
126,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.6,1,right,-40.02429962158203,fire
127,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,people
128,1.0,1.0,1.0,0,,0.0,1.0,0.8571428571428571,1.0,1,hey,-95.11907958984375,charlie
129,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-72.16094970703125,down
130,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,call
131,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.6666666666666666,1,eight,-65.71175384521484,that
132,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,stringy
133,1.0,1.0,1.0,1,and,-27.025415420532227,1.0,1.0,1.0,0,,0.0,in
134,0.0,0.0,0.0,1,one,-38.43701934814453,0.0,0.0,0.0,1,one,-44.275054931640625,one
135,1.0,1.0,1.0,0,,0.0,1.0,2.0,1.0,1,yeah,-37.708404541015625,go
136,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,they
137,1.0,0.75,0.6666666666666666,1,yeah,-34.70680618286133,1.0,0.75,0.6666666666666666,1,yeah,-38.26999282836914,your
138,1.0,1.0,0.5,1,right,-36.27438735961914,1.0,1.0,1.0,1,yes,-39.65473937988281,like
139,2.0,1.2,1.2,1,and then,-59.51476287841797,1.0,0.8,0.8,1,and,-38.69962692260742,adapt
140,1.0,1.0,0.8333333333333334,1,yes,-40.51252746582031,1.0,1.0,0.8333333333333334,1,yeah,-59.405391693115234,vacuum
141,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,scissors
142,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,stringy
143,1.0,1.0,1.0,1,oh,-34.209625244140625,1.0,0.6666666666666666,0.5,1,ah,-35.91410827636719,are
144,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,on
145,1.0,0.5,0.5,1,two,-37.01118469238281,1.0,0.5,0.5,1,two,-43.21208953857422,to
146,1.0,1.0,0.5,1,then,-36.79745101928711,1.0,0.75,1.0,1,nine,-43.64812469482422,many
147,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,see
148,1.0,1.0,1.0,1,five,-47.650821685791016,1.0,1.0,1.0,1,right,-55.25879669189453,watch
149,1.0,1.0,1.0,1,hey,-98.8632583618164,1.0,1.0,1.0,1,hey,-107.07040405273438,first
150,1.0,0.75,0.5,1,two,-39.54463577270508,1.0,0.75,0.5,1,two,-49.69084167480469,into
151,1.0,0.6666666666666666,0.6666666666666666,1,yes,-51.16423797607422,1.0,0.6666666666666666,0.6666666666666666,1,yes,-46.302398681640625,digest
152,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,forgetfulness
153,1.0,0.875,0.875,1,yeah,-51.2082405090332,1.0,0.875,0.875,1,yeah,-50.734642028808594,jackdaws
154,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.875,1,okay,-58.17552947998047,exploit
155,1.0,0.7142857142857143,0.6666666666666666,1,nine,-34.907623291015625,1.0,0.7142857142857143,0.6666666666666666,1,nine,-39.89720153808594,moisten
156,1.0,0.75,1.0,1,yeah,-50.72927474975586,1.0,0.75,1.0,1,yeah,-44.18254852294922,zero
157,1.0,0.6666666666666666,0.6666666666666666,1,ten,-47.376434326171875,1.0,1.6666666666666667,1.6666666666666667,1,seven,-66.2034683227539,tab
158,1.0,0.5,0.6666666666666666,1,then,-35.612911224365234,1.0,0.75,0.6666666666666666,1,one,-54.6248664855957,been
159,1.0,1.0,0.6666666666666666,1,hell,-115.61676788330078,1.0,1.0,1.0,1,one,-82.13050079345703,had
160,3.0,1.7142857142857142,1.5,1,sure yet cheer,-191.1837615966797,1.0,1.0,1.0,0,,0.0,chowder
161,1.0,1.0,1.0,1,yeah,-43.52995681762695,1.0,0.6,0.75,1,seven,-55.75959777832031,swoon
162,1.0,0.8181818181818182,0.8666666666666667,1,yes,-39.826148986816406,1.0,0.8181818181818182,0.8666666666666667,1,yes,-37.42485046386719,legislature
163,1.0,0.8,1.0,1,hey,-109.94580078125,1.0,0.8,1.0,1,hey,-111.81301879882812,shift
164,1.0,2.0,1.0,1,eh,-78.56721496582031,1.0,2.0,1.0,1,eh,-84.44316101074219,a
165,1.0,1.0,1.0,1,no,-37.696563720703125,1.0,0.75,0.75,1,nine,-37.627471923828125,make
166,1.0,1.0,1.0,0,,0.0,1.0,0.875,0.8888888888888888,1,yeah,-42.04710388183594,bachelor
167,2.0,1.0,1.25,1,oh yeah,-73.8593521118164,1.0,1.0,1.0,1,yeah,-56.369651794433594,other
168,2.0,0.9166666666666666,1.0,1,the a,-80.45346069335938,1.0,1.0,1.0,1,d,-51.92216873168945,beleaguering
169,0.0,0.0,0.0,1,make,-39.6329231262207,1.0,1.25,0.5,1,eight,-57.752071380615234,make
170,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,an
171,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,look
172,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,forgetfulness
173,1.0,1.0,0.8,1,yeah,-39.9637565612793,1.0,1.0,0.8,1,yeah,-41.540428161621094,rabbit
174,1.0,1.0,1.3333333333333333,1,edge,-155.23190307617188,1.0,1.0,1.0,1,yes,-63.45612716674805,that
175,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,ploughshare
176,1.0,1.0,1.0,1,and,-36.615272521972656,1.0,0.8333333333333334,1.0,1,okay,-61.349525451660156,people
177,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,chatterbox
178,1.0,1.0,0.8,1,then,-35.23628234863281,1.0,1.0,0.8,1,hey,-135.126708984375,find
179,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,juliet
180,0.0,0.0,0.0,1,and,-38.93306350708008,1.0,0.6666666666666666,1.0,1,one,-60.09519958496094,and
181,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,battlements
182,1.0,1.0,1.0,1,hey,-153.26345825195312,1.0,1.0,1.0,1,hey,-129.83995056152344,call
183,1.0,1.5,1.5,1,and,-38.15259552001953,1.0,1.5,1.5,1,and,-51.981998443603516,up
184,1.0,1.0,1.1666666666666667,1,marriage,-160.5908660888672,1.0,1.0,1.0,0,,0.0,bulrush
185,1.0,1.0,1.0,1,yeah,-38.88788986206055,1.0,1.0,1.0,0,,0.0,stringy
186,1.0,2.0,1.0,1,eh,-88.47941589355469,1.0,1.0,1.0,0,,0.0,a
187,1.0,0.6,1.3333333333333333,1,edge,-143.5124053955078,0.0,0.0,0.0,1,eight,-49.76460647583008,eight
188,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,three,-49.154563903808594,swimming
189,1.0,1.0,0.8,1,yeah,-41.327117919921875,1.0,1.0,0.8,1,yeah,-58.02427291870117,awhile
190,1.0,1.0,1.0,1,hey,-151.8086700439453,1.0,1.0,1.0,1,hey,-129.8671112060547,come
191,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,part
192,1.0,0.5714285714285714,0.7142857142857143,1,three,-50.120487213134766,1.0,0.5714285714285714,0.7142857142857143,1,three,-51.6329231262207,charlie
193,2.0,1.0,1.0,1,where is,-74.08016204833984,2.0,0.8888888888888888,0.8333333333333334,1,what is,-77.223388671875,moustache
194,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,haranguing
195,1.0,0.8571428571428571,1.0,1,yeah,-42.36397171020508,1.0,1.0,1.0,1,yes,-46.55657196044922,without
196,1.0,0.8,1.0,1,yeah,-41.80746841430664,1.0,0.8,1.0,1,yeah,-36.80460739135742,their
197,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,absorb
198,1.0,0.6666666666666666,0.6666666666666666,1,ten,-50.23145294189453,1.0,1.6666666666666667,1.6666666666666667,1,seven,-72.80411529541016,tab
199,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yes,-46.81660461425781,jumping
200,1.0,1.0,1.0,1,yeah,-40.53891372680664,1.0,1.0,1.0,1,hey,-113.21403503417969,frog
201,1.0,0.8,1.0,1,age,-80.07989501953125,0.0,0.0,0.0,1,eight,-52.77949905395508,eight
202,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,zulu
203,1.0,1.0,1.0,1,hey,-98.01051330566406,1.0,1.0,1.0,1,hey,-110.85157012939453,quack
204,1.0,1.0,1.0,0,,0.0,1.0,0.8571428571428571,0.8333333333333334,1,yes,-53.2808723449707,nowhere
205,1.0,1.0,1.0,1,um,-42.76695251464844,1.0,1.0,1.0,1,um,-42.180049896240234,long
206,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-61.35158920288086,from
207,1.0,1.0,1.0,1,yeah,-39.84977340698242,1.0,1.0,1.0,1,yeah,-32.694828033447266,way
208,1.0,0.8571428571428571,0.8333333333333334,1,very,-44.3889045715332,1.0,1.0,1.0,0,,0.0,bulrush
209,1.0,0.8,0.8,1,ten,-41.79613494873047,1.0,0.8,0.8,1,ten,-56.40596008300781,plane
210,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.75,1,hey,-138.92298889160156,write
211,1.0,0.75,0.75,1,yes,-36.946876525878906,1.0,0.75,0.75,1,yes,-42.05342102050781,left
212,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.8,1,two,-60.715667724609375,delta
213,1.0,0.8,0.8,1,there,-42.16828918457031,1.0,1.0,1.0,1,yeah,-51.1791877746582,dowry
214,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-79.59895324707031,down
215,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,hey,-102.40087127685547,frog
216,1.0,1.25,1.3333333333333333,1,hunch,-150.3286895751953,1.0,1.0,1.0,0,,0.0,what
217,1.0,1.0,1.0,0,,0.0,1.0,0.8333333333333334,1.0,1,okay,-47.31440734863281,yankee
218,1.0,1.0,0.8333333333333334,1,seven,-65.86307525634766,1.0,1.0,0.8333333333333334,1,seven,-62.9174690246582,bravo
219,1.0,1.0,1.0,0,,0.0,1.0,0.8333333333333334,0.875,1,yes,-49.62532043457031,deluge
220,1.0,2.0,1.0,1,yeah,-45.59792709350586,1.0,2.0,1.0,1,yeah,-48.92221450805664,by
221,1.0,0.8571428571428571,0.8333333333333334,1,yeah,-48.92661666870117,1.0,0.8571428571428571,0.8333333333333334,1,yeah,-64.95707702636719,glasses
222,1.0,3.5,3.0,1,alright,-166.70986938476562,1.0,3.5,3.0,1,alright,-199.51705932617188,on
223,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,inalienable
224,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,orange
225,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,xray
226,1.0,1.0,1.0,0,,0.0,1.0,0.75,0.6666666666666666,1,one,-52.46894073486328,were
227,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,part
228,1.0,0.8,1.0,1,yes,-29.162368774414062,1.0,0.8,1.0,1,yes,-44.04731369018555,brush
229,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,nine,-50.605499267578125,bathtub
230,1.0,2.0,1.0,1,that,-41.146705627441406,0.0,0.0,0.0,1,by,-52.27720642089844,by
231,1.0,0.5,0.5,1,and,-34.83771896362305,1.0,1.0,1.0,0,,0.0,an
232,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,six
233,1.0,0.6666666666666666,0.6,1,mercy,-226.59344482421875,1.0,1.0,1.0,0,,0.0,monkey
234,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,achieve
235,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,nine
236,1.0,1.0,1.0,1,mm,-82.77093505859375,1.0,1.0,1.0,0,,0.0,in
237,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,irresolute
238,1.0,0.75,1.0,1,no,-40.570823669433594,1.0,0.75,1.0,1,no,-43.45865249633789,more
239,1.0,0.8333333333333334,0.875,1,yes,-32.91939163208008,1.0,0.8333333333333334,0.875,1,yes,-34.05260467529297,joyful
240,1.0,0.8888888888888888,1.0,1,seven,-62.02288818359375,1.0,0.8888888888888888,1.0,1,seven,-61.664329528808594,composure
241,1.0,1.0,1.0,1,and,-28.67857551574707,1.0,1.0,1.0,1,and,-38.43124771118164,in
242,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yes,-43.52663040161133,but
243,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,ploughshare
244,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,three,-49.59642028808594,five
245,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,baths
246,1.0,0.8888888888888888,0.9,1,yes,-37.068260192871094,1.0,0.8888888888888888,0.9,1,yes,-59.193302154541016,vouchsafe
247,1.0,0.8,0.8,1,eight,-59.88857650756836,1.0,0.8,0.8,1,eight,-61.70957565307617,employment
248,1.0,1.0,1.0,0,,0.0,1.0,0.8,1.0,1,seven,-59.02065658569336,sugar
249,1.0,0.7142857142857143,1.0,1,okay,-34.342655181884766,1.0,0.7142857142857143,1.0,1,okay,-35.18075180053711,whiskey
250,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,she
251,1.0,0.8,0.8,1,ten,-48.25444030761719,1.0,1.0,1.0,0,,0.0,plane
252,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,astounded
253,1.0,0.8571428571428571,0.8333333333333334,1,hey,-101.08700561523438,1.0,1.0,1.0,1,seven,-71.15357208251953,cowhide
