,in_wers,in_cers,in_pers,in_status,in_texts,new_wers,new_cers,new_pers,new_status,new_texts,refs
53,0.3333333333333333,0.32558139534883723,0.24444444444444444,1,the quick fox jumped over the waiting dog,0.3333333333333333,0.3023255813953488,0.24444444444444444,1,the quick fox jump over the waiting dog,the quick brown fox jumps over the lazy dog
54,0.375,0.3076923076923077,0.2972972972972973,1,i try to help people in the gambling,0.375,0.38461538461538464,0.35135135135135137,1,i try to help people in the,i tried to tell people in the community
55,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,both injuries were to the same leg
56,1.0,1.0,1.0,0,,1.0,0.6666666666666666,1.5,1,three,the
57,0.0,0.0,0.0,1,quebec,0.0,0.0,0.0,1,quebec,quebec
58,0.3333333333333333,0.13043478260869565,0.13636363636363635,1,ive had my bell rung,0.3333333333333333,0.13043478260869565,0.13636363636363635,1,ive had my bell rung,i have had my bell rung
59,0.0,0.0,0.0,1,warm,0.0,0.0,0.0,1,warm,warm
60,1.0,1.0,0.6666666666666666,1,mutton,1.0,0.3333333333333333,0.3333333333333333,1,mud,mut
61,1.0,1.0,1.0,1,good,1.0,0.75,0.6666666666666666,1,two,tear
62,1.0,1.0,0.3333333333333333,1,brute,1.0,1.0,1.0,0,,root
63,1.0,1.0,0.6666666666666666,1,fresh,1.0,1.0,0.6666666666666666,1,fresh,fed
64,1.0,0.75,0.6666666666666666,1,pure,1.0,0.25,0.3333333333333333,1,beer,peer
65,0.0,0.0,0.0,1,spain,0.0,0.0,0.0,1,spain,spain
66,1.0,1.0,1.0,1,worth,1.0,1.0,1.0,1,one,left
67,1.0,0.8,0.3333333333333333,1,fire,1.0,0.8,0.3333333333333333,1,fire,prior
68,0.0,0.0,0.0,1,much,0.0,0.0,0.0,1,much,much
69,1.0,1.0,1.0,0,,1.0,0.75,0.75,1,one,horn
70,1.0,0.6,0.8,1,wait,1.0,0.4,0.0,1,which,witch
71,0.0,0.0,0.0,1,one,0.0,0.0,0.0,1,one,one
72,1.0,0.4,0.0,1,which,1.0,0.8,0.8,1,eight,witch
73,0.0,0.0,0.0,1,travel is about the only leisure we have,0.0,0.0,0.0,1,travel is about the only leisure we have,travel is about the only leisure we have
74,0.6,0.34375,0.3076923076923077,1,i scrub the floor thoroughly scared,0.4,0.125,0.07692307692307693,1,i scrub the floor thoroughly,i scrubbed the floors thoroughly
75,1.0,0.25,0.16666666666666666,1,age,1.0,1.0,0.6666666666666666,1,eight,rage
76,1.0,1.25,1.25,1,corn corn,1.0,0.75,0.5,1,call,corn
77,2.0,0.8333333333333334,0.75,1,i didnt,2.0,1.0,0.875,1,a dream,urgent
78,1.0,1.0,0.75,1,well,1.0,1.0,0.75,1,well,sway
79,0.0,0.0,0.0,1,gadget,0.0,0.0,0.0,1,gadget,gadget
80,1.0,0.75,1.0,1,boy,0.0,0.0,0.0,1,four,four
81,1.0,1.0,1.0,1,mm,1.0,1.0,1.0,0,,league
82,3.0,3.0,3.6666666666666665,1,lead as it leads,2.0,1.5,2.0,1,lead as it,lead
83,1.0,0.6,0.2,1,great,1.0,0.6,0.2,1,great,trait
84,1.0,0.75,1.0,1,no,1.0,0.75,1.0,1,no,gnaw
85,0.0,0.0,0.0,1,two,0.0,0.0,0.0,1,two,two
86,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,a long flowing beard clings to his chin
87,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,it was a good win for us
88,0.5714285714285714,0.07692307692307693,0.16666666666666666,1,well hes nearly ninety three years old,0.5714285714285714,0.07692307692307693,0.16666666666666666,1,well hes nearly ninety three years old,well he is nearly ninetythree years old
89,1.0,1.0,0.6666666666666666,1,night,1.0,1.0,1.0,1,nine,knot
90,0.0,0.0,0.0,1,she is thinner than i am,0.0,0.0,0.0,1,she is thinner than i am,she is thinner than i am
91,0.5,0.25,0.22857142857142856,1,help gregg to pick a pack of her tails,0.375,0.2222222222222222,0.22857142857142856,1,help greg to pick a pack of her tails,help greg to pick a peck of potatoes
92,1.0,0.5,0.0,1,no,1.0,0.5,0.0,1,no,know
93,1.0,1.5,1.3333333333333333,1,no no,1.0,1.5,1.3333333333333333,1,no no,no
94,1.0,0.5,0.2,1,britain,1.0,0.5,0.2,1,britain,bitten
95,0.6923076923076923,0.6753246753246753,0.6578947368421053,1,it provides for fun to kill,0.6153846153846154,0.6103896103896104,0.5789473684210527,1,it also provides for fun to kill,it also provides for funds to clear slums and help colleges build dormitories
96,1.0,1.0,1.0,0,,1.0,1.0,0.6666666666666666,1,rude,boot
97,1.0,0.42857142857142855,0.3333333333333333,1,terrible,1.0,1.0,1.0,0,,trouble
98,2.0,1.2,1.25,1,oh for,2.0,1.4,1.25,1,oh four,alpha
99,0.0,0.0,0.0,1,range,0.0,0.0,0.0,1,range,range
100,1.0,0.4,0.0,1,which,1.0,0.4,0.0,1,which,witch
101,1.0,0.4,0.0,1,which,1.0,0.4,0.0,1,which,witch
102,1.0,1.0,1.0,0,,1.0,1.0,0.5,1,right,raid
103,0.0,0.0,0.0,1,the,1.0,1.0,1.0,0,,the
104,1.0,0.25,0.25,1,make,1.0,1.0,1.25,1,next,rake
105,0.2857142857142857,0.20833333333333334,0.13793103448275862,1,i just tried to do my best i,0.0,0.0,0.0,1,i just try to do my best,i just try to do my best
106,1.0,0.75,0.75,1,go,1.0,0.75,0.75,1,go,down
107,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,the museum hires musicians every evening
108,1.0,0.5,0.6666666666666666,1,new,1.0,1.0,1.0,0,,near
109,1.0,0.5,0.3333333333333333,1,be,0.0,0.0,0.0,1,beat,beat
110,1.0,1.25,1.0,1,seward,1.0,1.0,1.0,0,,suit
111,0.0,0.0,0.0,1,horn,0.0,0.0,0.0,1,horn,horn
112,0.8333333333333334,0.6206896551724138,0.660377358490566,1,except the window except in the,0.8333333333333334,0.6206896551724138,0.660377358490566,1,except the window except in the,except in the winter when the ooze or snow or ice prevents
113,1.0,0.75,0.25,1,tai,1.0,0.75,0.25,1,thai,tile
114,1.0,0.6,0.6666666666666666,1,sure,1.0,0.6,0.6666666666666666,1,sure,sheet
115,0.625,0.5909090909090909,0.627906976744186,1,this is not approved,0.625,0.5909090909090909,0.627906976744186,1,this is not approved,this is not a program of socialized medicine
116,2.0,0.8,1.0,1,i scarce,1.0,1.0,1.0,1,i,oscar
117,2.0,2.5,2.4,1,menu menu menu,0.0,0.0,0.0,1,menu,menu
118,0.9166666666666666,0.8448275862068966,0.8490566037735849,1,that winter,0.9166666666666666,0.8448275862068966,0.8490566037735849,1,that winter,except in the winter when the ooze or snow or ice prevents
119,1.0,1.25,1.3333333333333333,1,rock rock,0.0,0.0,0.0,1,rock,rock
120,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,twenty,train
121,1.0,0.5,0.3333333333333333,1,sharp,0.0,0.0,0.0,1,shop,shop
122,0.0,0.0,0.0,1,she is thinner than i am,0.0,0.0,0.0,1,she is thinner than i am,she is thinner than i am
123,0.7142857142857143,0.6818181818181818,0.65,1,regularly look,1.0,1.0,1.0,0,,the owners regularly look for plumbing leaks
124,0.8333333333333334,0.5714285714285714,0.65,1,prefer thursdays program if you um,1.1666666666666667,0.5238095238095238,0.575,1,prefer thursday for graham review of the for,before thursdays exam review every formula
125,0.5,0.34210526315789475,0.3333333333333333,1,was only one decision we made no,0.125,0.15789473684210525,0.1111111111111111,1,was only one decision to be made,there was only one decision to be made
126,1.0,0.6,0.75,1,one,1.0,1.0,1.0,0,,swore
127,2.0,1.0,1.0,1,uh sheath,1.0,0.6,0.6666666666666666,1,uh sheet,sheet
128,1.0,1.2,1.25,1,floor floor,0.0,0.0,0.0,1,floor,floor
129,2.0,2.0,2.5,1,stewart stewart,1.0,0.8,0.75,1,two,steer
130,1.0,0.8,1.0,1,alcohol,0.0,0.0,0.0,1,alpha,alpha
131,0.0,0.0,0.0,1,menu,0.0,0.0,0.0,1,menu,menu
132,0.0,0.0,0.0,1,both figures would go higher in later years,0.0,0.0,0.0,1,both figures would go higher in later years,both figures would go higher in later years
133,0.8571428571428571,0.5,0.5151515151515151,1,boyd injured or do the,0.7142857142857143,0.4411764705882353,0.45454545454545453,1,injured or do the same,both injuries were to the same leg
134,0.14285714285714285,0.125,0.034482758620689655,1,i just tried to do my best,0.14285714285714285,0.125,0.034482758620689655,1,i just tried to do my best,i just try to do my best
135,0.5,0.3333333333333333,0.23809523809523808,1,the hotel only shun,0.5,0.3333333333333333,0.23809523809523808,1,the hotel only shrink,the hotel owner shrugged
136,2.0,2.5,2.5,1,form form form,1.0,0.5,0.25,1,four,form
137,1.0,0.75,0.75,1,d,1.0,1.0,1.0,1,two,dark
138,1.0,0.75,1.0,1,no,1.0,0.75,1.0,1,no,knew
139,0.0,0.0,0.0,1,rock,0.0,0.0,0.0,1,rock,rock
140,1.0,0.6,1.0,1,work,1.0,0.6,1.0,1,work,whoop
141,0.125,0.16279069767441862,0.1794871794871795,1,are your grades higher or lower than,0.125,0.16279069767441862,0.1794871794871795,1,are your grades higher or lower than,are your grades higher or lower than nancys
142,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,when he speaks his voice is just a bit cracked and quivers a trifle
143,0.0,0.0,0.0,1,three,0.0,0.0,0.0,1,three,three
144,1.0,1.0,0.0,1,c,1.0,1.0,0.0,1,c,see
145,1.0,0.5,0.3333333333333333,1,be,1.0,0.5,0.3333333333333333,1,be,beat
146,1.0,1.0,0.75,1,one,1.0,1.0,0.75,1,one,warm
147,2.0,1.2,1.2,1,larry on,2.0,0.8,0.8,1,lay on,loyal
148,0.08333333333333333,0.15517241379310345,0.16981132075471697,1,except in the winter when the ooze or snow or ice,0.08333333333333333,0.15517241379310345,0.16981132075471697,1,except in the winter when the ooze or snow or ice,except in the winter when the ooze or snow or ice prevents
149,0.3333333333333333,0.2777777777777778,0.34375,1,she wore warm fleecy woolly,0.3333333333333333,0.2777777777777778,0.34375,1,she wore warm fleecy woolly,she wore warm fleecy woolen overalls
150,1.0,1.5,1.0,1,correct,1.0,1.5,1.0,1,correct,bird
151,0.0,0.0,0.0,1,a roll of wire lay near the wall,0.0,0.0,0.0,1,a roll of wire lay near the wall,a roll of wire lay near the wall
152,1.0,0.75,0.3333333333333333,1,rude,1.0,0.75,0.3333333333333333,1,rude,root
153,0.0,0.0,0.0,1,dot,1.0,0.3333333333333333,0.3333333333333333,1,got,dot
154,1.0,0.3333333333333333,0.3333333333333333,1,dad,1.0,0.3333333333333333,0.3333333333333333,1,dad,bad
155,1.0,0.8333333333333334,0.3333333333333333,1,go,1.0,1.0,1.0,0,,though
156,1.0,0.75,0.0,1,phil,1.0,0.75,0.6666666666666666,1,four,fill
157,0.0,0.0,0.0,1,one validated acts of school districts,0.0,0.0,0.0,1,one validated acts of school districts,one validated acts of school districts
158,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,three,feed
159,1.0,0.75,0.25,1,fourth,1.0,0.5,0.25,1,four,fork
160,1.0,0.4,0.3333333333333333,1,fear,1.0,1.0,1.0,1,x,shear
161,1.0,0.4,0.6,1,stone,1.0,0.4,0.6,1,stone,storm
162,1.0,0.25,1.0,1,hail,1.0,0.75,0.3333333333333333,1,hell,hair
163,2.0,1.0,1.0,1,let let,1.0,0.25,0.25,1,let,left
164,1.0,0.3333333333333333,0.6666666666666666,1,ha,1.0,0.3333333333333333,0.6666666666666666,1,ha,hat
165,0.5454545454545454,0.47058823529411764,0.46808510638297873,1,we have often learned to go up more slowly and smoke,0.5454545454545454,0.47058823529411764,0.46808510638297873,1,we have often learned to go up more slowly and smoke,we have often urged him to walk more and smoke less
166,1.0,1.25,1.3333333333333333,1,hair hair,1.0,0.75,0.6666666666666666,1,hey,hair
167,1.0,1.0,1.0,0,,1.0,0.5,0.3333333333333333,1,food,feed
168,3.0,1.6,2.0,1,but it seems,1.0,1.0,1.0,0,,seeds
169,1.0,1.25,1.25,1,nine nine,0.0,0.0,0.0,1,nine,nine
170,0.0,0.0,0.0,1,group,0.0,0.0,0.0,1,group,group
171,0.25,0.1282051282051282,0.08108108108108109,1,i try to help people in the community,0.25,0.1282051282051282,0.08108108108108109,1,i try to help people in the community,i tried to tell people in the community
172,0.0,0.0,0.0,1,if you are losing water replace it immediately,0.0,0.0,0.0,1,if you are losing water replace it immediately,if you are losing water replace it immediately
173,0.0,0.0,0.0,1,he wrapped the package hastily,0.0,0.0,0.0,1,he wrapped the package hastily,he wrapped the package hastily
174,1.0,1.0,1.3333333333333333,1,nine,1.0,0.8571428571428571,1.0,1,no,thought
175,1.0,0.75,1.0,1,paid,1.0,1.0,1.0,1,three,feed
176,2.0,2.5,2.3333333333333335,1,breathe breath,1.0,0.75,0.6666666666666666,1,bre,beat
177,0.0,0.0,0.0,1,lair,1.0,1.0,0.3333333333333333,1,where,lair
178,0.0,0.0,0.0,1,park,0.0,0.0,0.0,1,park,park
179,0.0,0.0,0.0,1,shop,1.0,0.75,0.6666666666666666,1,sure,shop
180,1.0,0.8571428571428571,1.0,1,three,1.0,0.8571428571428571,1.0,1,three,pitting
181,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,fat
182,1.0,1.25,1.25,1,cake cake,0.0,0.0,0.0,1,cake,cake
183,0.0,0.0,0.0,1,suit,1.0,1.0,1.0,0,,suit
184,1.0,0.75,0.75,1,what,1.0,1.0,0.75,1,one,warm
185,0.42857142857142855,0.3333333333333333,0.3548387096774194,1,he stepped in lay a notch above us,0.2857142857142857,0.06060606060606061,0.0967741935483871,1,hes definitely a notch above us,he is definitely a notch above us
186,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,knee
187,1.0,1.0,0.75,1,bored,1.0,1.0,0.75,1,four,part
188,1.0,0.7380952380952381,0.7317073170731707,1,then asked if you came,1.0,0.9285714285714286,0.975609756097561,1,then,dont ask me to carry an oily rag like that
189,1.0,1.0,1.0,1,good,1.0,1.0,1.0,0,,papa
190,0.5555555555555556,0.5102040816326531,0.4583333333333333,1,he dwelt himself in ancient,0.5555555555555556,0.5102040816326531,0.4583333333333333,1,he dwelt himself in ancient,he dresses himself in an ancient black frock coat
191,1.0,0.8,0.3333333333333333,1,sure,1.0,0.8,0.3333333333333333,1,sure,shear
192,2.0,1.1666666666666667,1.2,1,par bowl,1.0,0.6666666666666666,1.0,1,turbo,bubble
193,0.8571428571428571,0.8205128205128205,0.8333333333333334,1,well it,1.0,0.8974358974358975,0.8888888888888888,1,wow it,well he is nearly ninetythree years old
194,1.0,0.75,0.6666666666666666,1,five,1.0,0.75,0.6666666666666666,1,five,sigh
195,0.0,0.0,0.0,1,meat,1.0,0.25,0.0,1,meet,meat
196,0.2,0.19444444444444445,0.15151515151515152,1,help salay your brothers success,0.2,0.08333333333333333,0.09090909090909091,1,help us celebrate your brothers success,help celebrate your brothers success
197,4.0,4.5,3.75,1,the higher the higher,2.0,1.75,1.5,1,the higher,tile
198,1.0,1.0,1.0,0,,0.0,0.0,0.0,1,up,up
199,1.0,0.8,0.3333333333333333,1,fire,1.0,0.4,0.16666666666666666,1,prior,briar
200,1.0,0.4,0.0,1,which,1.0,0.4,0.0,1,which,witch
201,1.0,0.6,1.0,1,work,1.0,0.6,1.0,1,work,whoop
202,0.0,0.0,0.0,1,you want him to do well,0.0,0.0,0.0,1,you want him to do well,you want him to do well
203,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,rage
204,0.0,0.0,0.0,1,take,0.0,0.0,0.0,1,take,take
205,1.0,1.0,0.3333333333333333,1,when,0.0,0.0,0.0,1,one,one
206,2.0,1.4285714285714286,2.0,1,printing printing,1.0,0.7142857142857143,0.8,1,preaching,pitting
207,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,read
208,1.0,1.25,1.25,1,hallup,1.0,0.75,1.0,1,fire,park
209,1.0,1.0,1.0,0,,1.0,0.5,0.75,1,six,slip
210,2.0,2.4,2.5,1,alpha alpha alpha,0.0,0.0,0.0,1,alpha,alpha
211,1.0,1.0,0.75,1,call,2.0,0.75,1.25,1,go on,torn
212,0.0,0.0,0.0,1,we gathered shells on the beach,0.0,0.0,0.0,1,we gathered shells on the beach,we gathered shells on the beach
213,0.0,0.0,0.0,1,three,0.0,0.0,0.0,1,three,three
214,1.0,0.5,0.75,1,good,1.0,0.5,0.75,1,good,goat
215,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,both figures would go higher in later years
216,2.0,2.75,2.25,1,harlock harlock,1.0,0.5,0.5,1,heck,hark
217,0.0,0.0,0.0,1,though,0.0,0.0,0.0,1,though,though
218,1.0,0.75,0.5,1,girl,1.0,0.75,0.5,1,girl,grow
219,1.0,0.922077922077922,0.9210526315789473,1,dog o p,1.0,0.8701298701298701,0.881578947368421,1,dog o poor dog,it also provides for funds to clear slums and help colleges build dormitories
220,0.8333333333333334,0.6060606060606061,0.625,1,dead of swam round,0.8333333333333334,0.7575757575757576,0.8125,1,they swam,the dolphins swam around our boat
221,1.0,0.75,0.5,1,bye,1.0,1.0,1.0,0,,mike
222,2.0,1.5,1.5,1,park park,1.0,1.0,1.0,1,five,part
223,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,rich
224,1.0,0.5714285714285714,0.5714285714285714,1,for,1.0,0.5714285714285714,0.5714285714285714,1,four,forward
225,1.0,1.0,1.0,0,,1.0,0.8,0.6666666666666666,1,two,shoot
226,0.2727272727272727,0.36,0.37333333333333335,1,he further proposed grants of an unspecified sum,0.2727272727272727,0.36,0.37333333333333335,1,he further proposed grants of an unspecified sum,he further proposed grants of an unspecified sum for experimental hospitals
227,0.0,0.0,0.0,1,the box contained three sweaters,0.0,0.0,0.0,1,the box contained three sweaters,the box contained three sweaters
228,0.125,0.10256410256410256,0.08108108108108109,1,i tried to have people in the community,0.125,0.05128205128205128,0.05405405405405406,1,i tried to help people in the community,i tried to tell people in the community
229,1.0,0.5,0.5,1,fly,1.0,0.5,0.5,1,fly,slay
230,1.0,1.0,1.0,1,feedback,0.0,0.0,0.0,1,feed,feed
231,0.1,0.047619047619047616,0.04878048780487805,1,dont ask me to carry an ugly rag like that,0.1,0.047619047619047616,0.04878048780487805,1,dont ask me to carry an ugly rag like that,dont ask me to carry an oily rag like that
232,0.3333333333333333,0.36363636363636365,0.38095238095238093,1,he took me out one day one day,0.0,0.0,0.0,1,he took me out one day,he took me out one day
233,0.7272727272727273,0.6153846153846154,0.6444444444444445,1,she had your dirk shoot,0.7272727272727273,0.6153846153846154,0.6444444444444445,1,she had your dirk shoot,she had your dark suit in greasy wash water all year
234,0.0,0.0,0.0,1,cork,1.0,1.0,1.0,1,correct,cork
235,1.0,1.5,1.3333333333333333,1,no no,0.0,0.0,0.0,1,no,no
236,1.0,0.5,0.5,1,way,1.0,1.0,1.0,1,hue,play
237,1.0,1.5,1.25,1,cereal,1.0,1.5,1.25,1,cereal,slip
238,1.0,0.5,0.6666666666666666,1,well,1.0,0.75,0.6666666666666666,1,wow,were
239,2.0,2.0,2.0,1,bek web,1.0,0.3333333333333333,0.3333333333333333,1,but,bug
240,0.0,0.0,0.0,1,night,0.0,0.0,0.0,1,night,night
241,0.0,0.0,0.0,1,train,0.0,0.0,0.0,1,train,train
242,1.0,1.0,1.0,0,,1.0,2.0,1.0,1,eight,at
243,1.0,0.5,0.75,1,slip s,1.0,1.0,1.0,0,,slip
244,0.0,0.0,0.0,1,loyal,1.0,0.8,0.8,1,l,loyal
245,1.0,1.0,1.0,0,,1.0,1.3333333333333333,0.6666666666666666,1,five,shy
246,1.0,1.3333333333333333,1.3333333333333333,1,bad bad,1.0,1.0,1.0,0,,bad
247,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,though
248,0.0,0.0,0.0,1,select,0.0,0.0,0.0,1,select,select
249,1.0,0.7941176470588235,0.7878787878787878,1,were yet away,1.0,0.7941176470588235,0.7878787878787878,1,were yet away,why yell or worry over silly items
250,1.0,1.0,1.0,0,,1.0,0.8,0.6666666666666666,1,five,thigh
251,1.0,1.0,1.0,0,,1.0,0.5,0.25,1,four,fork
252,1.0,0.8,0.6666666666666666,1,map,1.0,0.8,1.0,1,nope,whoop
253,1.0,0.25,0.6666666666666666,1,dear,1.0,0.25,0.6666666666666666,1,dear,tear
254,0.0,0.0,0.0,1,walk,0.0,0.0,0.0,1,walk,walk
255,0.16666666666666666,0.21875,0.22580645161290322,1,but he always answers banana oil banana,0.0,0.0,0.0,1,but he always answers banana oil,but he always answers banana oil
256,2.0,2.3333333333333335,1.3333333333333333,1,thai thai,1.0,1.0,0.0,1,thai,tie
257,1.0,1.6666666666666667,0.0,1,eight,1.0,1.6666666666666667,0.6666666666666666,1,right,ate
258,1.0,0.4,0.6666666666666666,1,seek,1.0,0.8,0.6666666666666666,1,suite,sheet
259,1.0,1.0,1.0,0,,1.0,0.4,0.6666666666666666,1,see,sheet
260,1.0,1.0,0.3333333333333333,1,bye,1.0,1.0,0.3333333333333333,1,bye,sigh
261,1.0,0.5,0.6,1,halo,1.0,0.5,0.2,1,hillo,kilo
262,1.0,1.0,1.0,0,,0.75,0.7222222222222222,0.8235294117647058,1,clear up,tear up that paper
263,1.0,1.3333333333333333,1.3333333333333333,1,five,1.0,0.6666666666666666,0.6666666666666666,1,bye,bad
264,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,before thursdays exam review every formula
265,0.0,0.0,0.0,1,we have often urged him to walk more and smoke less,0.0,0.0,0.0,1,we have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less
266,1.0,0.75,0.25,1,wait,1.0,0.75,0.25,1,wait,rate
267,0.0,0.0,0.0,1,spit,1.0,1.0,0.5,1,spears,spit
268,0.0,0.0,0.0,1,jacket,0.0,0.0,0.0,1,jacket,jacket
269,1.0,0.75,1.0,1,no,1.0,0.75,1.0,1,no,gnaw
270,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,knee
271,0.0,0.0,0.0,1,him,1.0,1.0,1.0,1,ten,him
272,1.0,0.5,0.25,1,four,1.0,0.5,0.25,1,four,form
273,1.0,0.6,0.6551724137931034,1,student what,1.0,0.5666666666666667,0.5517241379310345,1,student watch,students watched as he got out
274,0.0,0.0,0.0,1,play,0.0,0.0,0.0,1,play,play
275,1.0,2.0,1.75,1,volunteer,1.0,0.75,0.5,1,nine,rain
276,0.0,0.0,0.0,1,the,0.0,0.0,0.0,1,the,the
