,in_wers,in_cers,in_pers,in_texts,in_scores,new_wers,new_cers,new_pers,new_texts,new_scores,refs
50,0.8333333333333334,0.7887323943661971,0.8142857142857143,nothing had been,-102.7248306274414,0.8333333333333334,0.7887323943661971,0.8142857142857143,nothing had been,-101.69068908691406,nothing has been done yet to take advantage of the enabling legislation
51,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,park
52,1.0,1.0,1.0,well,-39.59524154663086,1.0,1.25,1.0,worries,-144.15426635742188,race
53,0.3333333333333333,0.32558139534883723,0.24444444444444444,the quick fox jumped over the waiting dog,-829.6992797851562,0.3333333333333333,0.3023255813953488,0.24444444444444444,the quick fox jump over the waiting dog,-738.8019409179688,the quick brown fox jumps over the lazy dog
54,0.375,0.3076923076923077,0.2972972972972973,i try to help people in the gambling,-647.8382568359375,0.375,0.38461538461538464,0.35135135135135137,i try to help people in the,-424.82171630859375,i tried to tell people in the community
55,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,both injuries were to the same leg
56,1.0,1.0,1.0,,0.0,1.0,0.6666666666666666,1.5,three,-45.85481262207031,the
57,0.0,0.0,0.0,quebec,-408.7313232421875,0.0,0.0,0.0,quebec,-533.4595947265625,quebec
58,0.3333333333333333,0.13043478260869565,0.13636363636363635,ive had my bell rung,-558.256591796875,0.3333333333333333,0.13043478260869565,0.13636363636363635,ive had my bell rung,-575.2625122070312,i have had my bell rung
59,0.0,0.0,0.0,warm,-76.7294921875,0.0,0.0,0.0,warm,-69.7673568725586,warm
60,1.0,1.0,0.6666666666666666,mutton,-130.85113525390625,1.0,0.3333333333333333,0.3333333333333333,mud,-76.65351104736328,mut
61,1.0,1.0,1.0,good,-34.45014953613281,1.0,0.75,0.6666666666666666,two,-38.56587219238281,tear
62,1.0,1.0,0.3333333333333333,brute,-115.3343276977539,1.0,1.0,1.0,,0.0,root
63,1.0,1.0,0.6666666666666666,fresh,-118.88312530517578,1.0,1.0,0.6666666666666666,fresh,-124.77156066894531,fed
64,1.0,0.75,0.6666666666666666,pure,-99.27669525146484,1.0,0.25,0.3333333333333333,beer,-101.79723358154297,peer
65,0.0,0.0,0.0,spain,-82.20606994628906,0.0,0.0,0.0,spain,-100.35699462890625,spain
66,1.0,1.0,1.0,worth,-120.9976806640625,1.0,1.0,1.0,one,-33.206668853759766,left
67,1.0,0.8,0.3333333333333333,fire,-74.48762512207031,1.0,0.8,0.3333333333333333,fire,-67.33927154541016,prior
68,0.0,0.0,0.0,much,-34.27912521362305,0.0,0.0,0.0,much,-32.96919631958008,much
69,1.0,1.0,1.0,,0.0,1.0,0.75,0.75,one,-43.803863525390625,horn
70,1.0,0.6,0.8,wait,-84.74336242675781,1.0,0.4,0.0,which,-44.622352600097656,witch
71,0.0,0.0,0.0,one,-30.420766830444336,0.0,0.0,0.0,one,-71.70126342773438,one
72,1.0,0.4,0.0,which,-34.470794677734375,1.0,0.8,0.8,eight,-54.08091354370117,witch
73,0.0,0.0,0.0,travel is about the only leisure we have,-451.4848937988281,0.0,0.0,0.0,travel is about the only leisure we have,-510.7680358886719,travel is about the only leisure we have
74,0.6,0.34375,0.3076923076923077,i scrub the floor thoroughly scared,-806.6124877929688,0.4,0.125,0.07692307692307693,i scrub the floor thoroughly,-739.5506591796875,i scrubbed the floors thoroughly
75,1.0,0.25,0.16666666666666666,age,-63.607330322265625,1.0,1.0,0.6666666666666666,eight,-32.929840087890625,rage
76,1.0,1.25,1.25,corn corn,-170.81700134277344,1.0,0.75,0.5,call,-44.86088943481445,corn
77,2.0,0.8333333333333334,0.75,i didnt,-236.4005126953125,2.0,1.0,0.875,a dream,-225.1151123046875,urgent
78,1.0,1.0,0.75,well,-37.07699203491211,1.0,1.0,0.75,well,-45.09785461425781,sway
79,0.0,0.0,0.0,gadget,-172.57723999023438,0.0,0.0,0.0,gadget,-210.7385711669922,gadget
80,1.0,0.75,1.0,boy,-70.02481079101562,0.0,0.0,0.0,four,-30.706632614135742,four
81,1.0,1.0,1.0,mm,-78.328857421875,1.0,1.0,1.0,,0.0,league
82,3.0,3.0,3.6666666666666665,lead as it leads,-169.26539611816406,2.0,1.5,2.0,lead as it,-95.4995346069336,lead
83,1.0,0.6,0.2,great,-28.132354736328125,1.0,0.6,0.2,great,-27.767108917236328,trait
84,1.0,0.75,1.0,no,-40.2225456237793,1.0,0.75,1.0,no,-34.44805145263672,gnaw
85,0.0,0.0,0.0,two,-32.65021896362305,0.0,0.0,0.0,two,-33.534996032714844,two
86,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,a long flowing beard clings to his chin
87,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,it was a good win for us
88,0.5714285714285714,0.07692307692307693,0.16666666666666666,well hes nearly ninety three years old,-544.5249633789062,0.5714285714285714,0.07692307692307693,0.16666666666666666,well hes nearly ninety three years old,-571.7969970703125,well he is nearly ninetythree years old
89,1.0,1.0,0.6666666666666666,night,-28.676883697509766,1.0,1.0,1.0,nine,-34.080474853515625,knot
90,0.0,0.0,0.0,she is thinner than i am,-617.6405639648438,0.0,0.0,0.0,she is thinner than i am,-666.1380615234375,she is thinner than i am
91,0.5,0.25,0.22857142857142856,help gregg to pick a pack of her tails,-623.807861328125,0.375,0.2222222222222222,0.22857142857142856,help greg to pick a pack of her tails,-592.31591796875,help greg to pick a peck of potatoes
92,1.0,0.5,0.0,no,-37.44596481323242,1.0,0.5,0.0,no,-45.60931396484375,know
93,1.0,1.5,1.3333333333333333,no no,-75.85297393798828,1.0,1.5,1.3333333333333333,no no,-71.75269317626953,no
94,1.0,0.5,0.2,britain,-176.51792907714844,1.0,0.5,0.2,britain,-183.99847412109375,bitten
95,0.6923076923076923,0.6753246753246753,0.6578947368421053,it provides for fun to kill,-355.14532470703125,0.6153846153846154,0.6103896103896104,0.5789473684210527,it also provides for fun to kill,-409.7603759765625,it also provides for funds to clear slums and help colleges build dormitories
96,1.0,1.0,1.0,,0.0,1.0,1.0,0.6666666666666666,rude,-83.10540771484375,boot
97,1.0,0.42857142857142855,0.3333333333333333,terrible,-160.0926055908203,1.0,1.0,1.0,,0.0,trouble
98,2.0,1.2,1.25,oh for,-65.5762939453125,2.0,1.4,1.25,oh four,-72.77263641357422,alpha
99,0.0,0.0,0.0,range,-115.034423828125,0.0,0.0,0.0,range,-178.28273010253906,range
100,1.0,0.4,0.0,which,-34.80400085449219,1.0,0.4,0.0,which,-51.502437591552734,witch
101,1.0,0.4,0.0,which,-30.33612823486328,1.0,0.4,0.0,which,-48.01598358154297,witch
102,1.0,1.0,1.0,,0.0,1.0,1.0,0.5,right,-39.45350646972656,raid
103,0.0,0.0,0.0,the,-35.57683563232422,1.0,1.0,1.0,,0.0,the
104,1.0,0.25,0.25,make,-31.84382438659668,1.0,1.0,1.25,next,-42.8424186706543,rake
105,0.2857142857142857,0.20833333333333334,0.13793103448275862,i just tried to do my best i,-393.31781005859375,0.0,0.0,0.0,i just try to do my best,-516.992431640625,i just try to do my best
106,1.0,0.75,0.75,go,-34.03597640991211,1.0,0.75,0.75,go,-35.5352897644043,down
107,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,the museum hires musicians every evening
108,1.0,0.5,0.6666666666666666,new,-53.75144958496094,1.0,1.0,1.0,,0.0,near
109,1.0,0.5,0.3333333333333333,be,-37.14393997192383,0.0,0.0,0.0,beat,-81.26789093017578,beat
110,1.0,1.25,1.0,seward,-67.62689208984375,1.0,1.0,1.0,,0.0,suit
111,0.0,0.0,0.0,horn,-127.93560791015625,0.0,0.0,0.0,horn,-156.5111541748047,horn
112,0.8333333333333334,0.6206896551724138,0.660377358490566,except the window except in the,-298.5,0.8333333333333334,0.6206896551724138,0.660377358490566,except the window except in the,-298.6268615722656,except in the winter when the ooze or snow or ice prevents
113,1.0,0.75,0.25,tai,-65.50743865966797,1.0,0.75,0.25,thai,-124.4508056640625,tile
114,1.0,0.6,0.6666666666666666,sure,-39.94329833984375,1.0,0.6,0.6666666666666666,sure,-49.918739318847656,sheet
115,0.625,0.5909090909090909,0.627906976744186,this is not approved,-316.8008728027344,0.625,0.5909090909090909,0.627906976744186,this is not approved,-319.3172607421875,this is not a program of socialized medicine
116,2.0,0.8,1.0,i scarce,-175.9956817626953,1.0,1.0,1.0,i,-34.2203254699707,oscar
117,2.0,2.5,2.4,menu menu menu,-230.0941162109375,0.0,0.0,0.0,menu,-116.4779052734375,menu
118,0.9166666666666666,0.8448275862068966,0.8490566037735849,that winter,-120.80207824707031,0.9166666666666666,0.8448275862068966,0.8490566037735849,that winter,-128.99952697753906,except in the winter when the ooze or snow or ice prevents
119,1.0,1.25,1.3333333333333333,rock rock,-125.43807983398438,0.0,0.0,0.0,rock,-80.70099639892578,rock
120,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,twenty,-70.46044921875,train
121,1.0,0.5,0.3333333333333333,sharp,-114.5455551147461,0.0,0.0,0.0,shop,-68.38711547851562,shop
122,0.0,0.0,0.0,she is thinner than i am,-584.0703735351562,0.0,0.0,0.0,she is thinner than i am,-824.388916015625,she is thinner than i am
123,0.7142857142857143,0.6818181818181818,0.65,regularly look,-266.3998718261719,1.0,1.0,1.0,,0.0,the owners regularly look for plumbing leaks
124,0.8333333333333334,0.5714285714285714,0.65,prefer thursdays program if you um,-723.4558715820312,1.1666666666666667,0.5238095238095238,0.575,prefer thursday for graham review of the for,-767.1558837890625,before thursdays exam review every formula
125,0.5,0.34210526315789475,0.3333333333333333,was only one decision we made no,-311.7668151855469,0.125,0.15789473684210525,0.1111111111111111,was only one decision to be made,-344.1064758300781,there was only one decision to be made
126,1.0,0.6,0.75,one,-34.270484924316406,1.0,1.0,1.0,,0.0,swore
127,2.0,1.0,1.0,uh sheath,-137.4207763671875,1.0,0.6,0.6666666666666666,uh sheet,-100.54293823242188,sheet
128,1.0,1.2,1.25,floor floor,-209.9768829345703,0.0,0.0,0.0,floor,-147.2634735107422,floor
129,2.0,2.0,2.5,stewart stewart,-333.26934814453125,1.0,0.8,0.75,two,-51.290626525878906,steer
130,1.0,0.8,1.0,alcohol,-181.9108123779297,0.0,0.0,0.0,alpha,-134.40213012695312,alpha
131,0.0,0.0,0.0,menu,-101.5838623046875,0.0,0.0,0.0,menu,-111.48951721191406,menu
132,0.0,0.0,0.0,both figures would go higher in later years,-440.4508361816406,0.0,0.0,0.0,both figures would go higher in later years,-585.6062622070312,both figures would go higher in later years
133,0.8571428571428571,0.5,0.5151515151515151,boyd injured or do the,-435.2167663574219,0.7142857142857143,0.4411764705882353,0.45454545454545453,injured or do the same,-336.5491027832031,both injuries were to the same leg
134,0.14285714285714285,0.125,0.034482758620689655,i just tried to do my best,-592.6481323242188,0.14285714285714285,0.125,0.034482758620689655,i just tried to do my best,-582.233154296875,i just try to do my best
135,0.5,0.3333333333333333,0.23809523809523808,the hotel only shun,-367.2032775878906,0.5,0.3333333333333333,0.23809523809523808,the hotel only shrink,-430.54302978515625,the hotel owner shrugged
136,2.0,2.5,2.5,form form form,-206.56948852539062,1.0,0.5,0.25,four,-47.562007904052734,form
137,1.0,0.75,0.75,d,-34.1663932800293,1.0,1.0,1.0,two,-56.36030578613281,dark
138,1.0,0.75,1.0,no,-34.129150390625,1.0,0.75,1.0,no,-36.3551139831543,knew
139,0.0,0.0,0.0,rock,-74.13558959960938,0.0,0.0,0.0,rock,-78.3487319946289,rock
140,1.0,0.6,1.0,work,-39.099578857421875,1.0,0.6,1.0,work,-39.341773986816406,whoop
141,0.125,0.16279069767441862,0.1794871794871795,are your grades higher or lower than,-409.7173767089844,0.125,0.16279069767441862,0.1794871794871795,are your grades higher or lower than,-404.5017395019531,are your grades higher or lower than nancys
142,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,when he speaks his voice is just a bit cracked and quivers a trifle
143,0.0,0.0,0.0,three,-29.31576919555664,0.0,0.0,0.0,three,-35.359031677246094,three
144,1.0,1.0,0.0,c,-35.01348876953125,1.0,1.0,0.0,c,-43.45899963378906,see
145,1.0,0.5,0.3333333333333333,be,-39.85636520385742,1.0,0.5,0.3333333333333333,be,-41.010032653808594,beat
146,1.0,1.0,0.75,one,-32.75860595703125,1.0,1.0,0.75,one,-61.05839157104492,warm
147,2.0,1.2,1.2,larry on,-126.75990295410156,2.0,0.8,0.8,lay on,-144.07672119140625,loyal
148,0.08333333333333333,0.15517241379310345,0.16981132075471697,except in the winter when the ooze or snow or ice,-772.458251953125,0.08333333333333333,0.15517241379310345,0.16981132075471697,except in the winter when the ooze or snow or ice,-728.7347412109375,except in the winter when the ooze or snow or ice prevents
149,0.3333333333333333,0.2777777777777778,0.34375,she wore warm fleecy woolly,-763.6183471679688,0.3333333333333333,0.2777777777777778,0.34375,she wore warm fleecy woolly,-768.227294921875,she wore warm fleecy woolen overalls
150,1.0,1.5,1.0,correct,-45.48456573486328,1.0,1.5,1.0,correct,-46.17182922363281,bird
151,0.0,0.0,0.0,a roll of wire lay near the wall,-710.0240478515625,0.0,0.0,0.0,a roll of wire lay near the wall,-843.65673828125,a roll of wire lay near the wall
152,1.0,0.75,0.3333333333333333,rude,-105.02143859863281,1.0,0.75,0.3333333333333333,rude,-87.29769134521484,root
153,0.0,0.0,0.0,dot,-73.19076538085938,1.0,0.3333333333333333,0.3333333333333333,got,-41.24276351928711,dot
154,1.0,0.3333333333333333,0.3333333333333333,dad,-62.43183898925781,1.0,0.3333333333333333,0.3333333333333333,dad,-68.15673828125,bad
155,1.0,0.8333333333333334,0.3333333333333333,go,-29.20966339111328,1.0,1.0,1.0,,0.0,though
156,1.0,0.75,0.0,phil,-68.48999786376953,1.0,0.75,0.6666666666666666,four,-44.70683288574219,fill
157,0.0,0.0,0.0,one validated acts of school districts,-608.9561767578125,0.0,0.0,0.0,one validated acts of school districts,-638.5125122070312,one validated acts of school districts
158,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,three,-66.49223327636719,feed
159,1.0,0.75,0.25,fourth,-63.786155700683594,1.0,0.5,0.25,four,-42.459434509277344,fork
160,1.0,0.4,0.3333333333333333,fear,-131.3800506591797,1.0,1.0,1.0,x,-115.8387451171875,shear
161,1.0,0.4,0.6,stone,-58.284210205078125,1.0,0.4,0.6,stone,-64.58236694335938,storm
162,1.0,0.25,1.0,hail,-68.938720703125,1.0,0.75,0.3333333333333333,hell,-80.26594543457031,hair
163,2.0,1.0,1.0,let let,-52.346534729003906,1.0,0.25,0.25,let,-29.477373123168945,left
164,1.0,0.3333333333333333,0.6666666666666666,ha,-36.28860092163086,1.0,0.3333333333333333,0.6666666666666666,ha,-46.52710723876953,hat
165,0.5454545454545454,0.47058823529411764,0.46808510638297873,we have often learned to go up more slowly and smoke,-784.8764038085938,0.5454545454545454,0.47058823529411764,0.46808510638297873,we have often learned to go up more slowly and smoke,-779.85986328125,we have often urged him to walk more and smoke less
166,1.0,1.25,1.3333333333333333,hair hair,-107.95955657958984,1.0,0.75,0.6666666666666666,hey,-72.71133422851562,hair
167,1.0,1.0,1.0,,0.0,1.0,0.5,0.3333333333333333,food,-35.70193099975586,feed
168,3.0,1.6,2.0,but it seems,-117.66316223144531,1.0,1.0,1.0,,0.0,seeds
169,1.0,1.25,1.25,nine nine,-81.55428314208984,0.0,0.0,0.0,nine,-49.18225860595703,nine
170,0.0,0.0,0.0,group,-45.91337585449219,0.0,0.0,0.0,group,-46.68806457519531,group
171,0.25,0.1282051282051282,0.08108108108108109,i try to help people in the community,-596.5320434570312,0.25,0.1282051282051282,0.08108108108108109,i try to help people in the community,-611.6709594726562,i tried to tell people in the community
172,0.0,0.0,0.0,if you are losing water replace it immediately,-845.9326782226562,0.0,0.0,0.0,if you are losing water replace it immediately,-1018.2163696289062,if you are losing water replace it immediately
173,0.0,0.0,0.0,he wrapped the package hastily,-749.9531860351562,0.0,0.0,0.0,he wrapped the package hastily,-1002.670654296875,he wrapped the package hastily
174,1.0,1.0,1.3333333333333333,nine,-49.777801513671875,1.0,0.8571428571428571,1.0,no,-41.64765548706055,thought
175,1.0,0.75,1.0,paid,-73.20004272460938,1.0,1.0,1.0,three,-51.7132453918457,feed
176,2.0,2.5,2.3333333333333335,breathe breath,-433.19580078125,1.0,0.75,0.6666666666666666,bre,-71.82862091064453,beat
177,0.0,0.0,0.0,lair,-71.33135986328125,1.0,1.0,0.3333333333333333,where,-32.498470306396484,lair
178,0.0,0.0,0.0,park,-99.78614807128906,0.0,0.0,0.0,park,-159.9600372314453,park
179,0.0,0.0,0.0,shop,-63.928680419921875,1.0,0.75,0.6666666666666666,sure,-31.390478134155273,shop
180,1.0,0.8571428571428571,1.0,three,-60.068336486816406,1.0,0.8571428571428571,1.0,three,-56.63193130493164,pitting
181,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,fat
182,1.0,1.25,1.25,cake cake,-150.74664306640625,0.0,0.0,0.0,cake,-67.99613952636719,cake
183,0.0,0.0,0.0,suit,-88.89502716064453,1.0,1.0,1.0,,0.0,suit
184,1.0,0.75,0.75,what,-32.630897521972656,1.0,1.0,0.75,one,-52.72844696044922,warm
185,0.42857142857142855,0.3333333333333333,0.3548387096774194,he stepped in lay a notch above us,-716.9129028320312,0.2857142857142857,0.06060606060606061,0.0967741935483871,hes definitely a notch above us,-603.1815795898438,he is definitely a notch above us
186,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,knee
187,1.0,1.0,0.75,bored,-124.71314239501953,1.0,1.0,0.75,four,-38.272422790527344,part
188,1.0,0.7380952380952381,0.7317073170731707,then asked if you came,-186.64459228515625,1.0,0.9285714285714286,0.975609756097561,then,-28.156522750854492,dont ask me to carry an oily rag like that
189,1.0,1.0,1.0,good,-35.48766326904297,1.0,1.0,1.0,,0.0,papa
190,0.5555555555555556,0.5102040816326531,0.4583333333333333,he dwelt himself in ancient,-472.2405090332031,0.5555555555555556,0.5102040816326531,0.4583333333333333,he dwelt himself in ancient,-473.0295715332031,he dresses himself in an ancient black frock coat
191,1.0,0.8,0.3333333333333333,sure,-26.52251434326172,1.0,0.8,0.3333333333333333,sure,-41.87031555175781,shear
192,2.0,1.1666666666666667,1.2,par bowl,-209.3475341796875,1.0,0.6666666666666666,1.0,turbo,-179.252685546875,bubble
193,0.8571428571428571,0.8205128205128205,0.8333333333333334,well it,-77.44381713867188,1.0,0.8974358974358975,0.8888888888888888,wow it,-116.3497543334961,well he is nearly ninetythree years old
194,1.0,0.75,0.6666666666666666,five,-33.968963623046875,1.0,0.75,0.6666666666666666,five,-45.2711296081543,sigh
195,0.0,0.0,0.0,meat,-79.10964965820312,1.0,0.25,0.0,meet,-86.05728912353516,meat
196,0.2,0.19444444444444445,0.15151515151515152,help salay your brothers success,-400.5343017578125,0.2,0.08333333333333333,0.09090909090909091,help us celebrate your brothers success,-797.9421997070312,help celebrate your brothers success
197,4.0,4.5,3.75,the higher the higher,-208.50363159179688,2.0,1.75,1.5,the higher,-143.3407745361328,tile
198,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,up,-45.69680404663086,up
199,1.0,0.8,0.3333333333333333,fire,-93.7392349243164,1.0,0.4,0.16666666666666666,prior,-86.02014923095703,briar
200,1.0,0.4,0.0,which,-30.743600845336914,1.0,0.4,0.0,which,-34.53695297241211,witch
201,1.0,0.6,1.0,work,-32.180763244628906,1.0,0.6,1.0,work,-37.36096954345703,whoop
202,0.0,0.0,0.0,you want him to do well,-264.9232177734375,0.0,0.0,0.0,you want him to do well,-352.996337890625,you want him to do well
203,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,rage
204,0.0,0.0,0.0,take,-37.20405960083008,0.0,0.0,0.0,take,-48.28459548950195,take
205,1.0,1.0,0.3333333333333333,when,-34.427696228027344,0.0,0.0,0.0,one,-47.22607421875,one
206,2.0,1.4285714285714286,2.0,printing printing,-296.543212890625,1.0,0.7142857142857143,0.8,preaching,-123.54988861083984,pitting
207,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,read
208,1.0,1.25,1.25,hallup,-157.50094604492188,1.0,0.75,1.0,fire,-118.23893737792969,park
209,1.0,1.0,1.0,,0.0,1.0,0.5,0.75,six,-44.80879211425781,slip
210,1.0,1.2,1.25,alpha alpha,-274.14495849609375,0.0,0.0,0.0,alpha,-140.7041473388672,alpha
211,1.0,1.0,0.75,call,-26.60279655456543,2.0,0.75,1.25,go on,-78.95652770996094,torn
212,0.0,0.0,0.0,we gathered shells on the beach,-673.1001586914062,0.0,0.0,0.0,we gathered shells on the beach,-776.523193359375,we gathered shells on the beach
213,0.0,0.0,0.0,three,-29.48048210144043,0.0,0.0,0.0,three,-39.67786407470703,three
214,1.0,0.5,0.75,good,-46.14012145996094,1.0,0.5,0.75,good,-70.41607666015625,goat
215,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,both figures would go higher in later years
216,2.0,2.75,2.25,harlock harlock,-278.2333984375,1.0,0.5,0.5,heck,-119.71060180664062,hark
217,0.0,0.0,0.0,though,-28.5056209564209,0.0,0.0,0.0,though,-29.656797409057617,though
218,1.0,0.75,0.5,girl,-25.484952926635742,1.0,0.75,0.5,girl,-38.32881164550781,grow
219,1.0,0.922077922077922,0.9210526315789473,dog o p,-126.16263580322266,1.0,0.8701298701298701,0.881578947368421,dog o poor dog,-244.0653533935547,it also provides for funds to clear slums and help colleges build dormitories
