,in_wers,in_cers,in_pers,in_status,in_texts,new_wers,new_cers,new_pers,new_status,new_texts,refs
75,1.0,1.0,1.0,1,five,1.0,1.0,1.0,0,,bathtub
76,2.0,3.0,3.5,1,yes yes,1.0,1.0,1.5,1,yes,as
77,1.0,1.0,1.0,0,,2.0,0.6,0.6666666666666666,1,john yes,journalism
78,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,legislature
79,2.0,0.5,0.5,1,john is,2.0,0.6,0.6666666666666666,1,john yes,journalism
80,2.0,0.75,0.6666666666666666,1,no i,3.0,0.75,0.7777777777777778,1,no i pro,november
81,1.0,0.75,0.6666666666666666,1,when,1.0,0.75,0.6666666666666666,1,we,with
82,1.0,0.6666666666666666,0.8,1,my,1.0,0.6666666666666666,0.8,1,my,monkey
83,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,yeah,shift
84,0.0,0.0,0.0,1,make,1.0,1.25,0.5,1,eight,make
85,1.0,0.6666666666666666,1.0,1,ah,1.0,0.6666666666666666,1.0,1,ah,awhile
86,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,yeah,shift
87,2.0,1.0,1.0,1,sap fin,2.0,1.2,1.2,1,zap fin,seven
88,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,bravo
89,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,into
90,1.0,0.8333333333333334,0.8333333333333334,1,now,1.0,1.0,1.0,0,,number
91,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,copy
92,1.0,1.3333333333333333,1.0,1,yeah,1.0,1.3333333333333333,1.0,1,yeah,did
93,1.0,1.0,1.0,0,,1.0,0.8888888888888888,0.875,1,and,amethysts
94,1.0,0.6666666666666666,0.6666666666666666,1,yes,1.0,0.6666666666666666,0.6666666666666666,1,yes,its
95,1.0,0.75,1.0,1,no,1.0,0.75,1.0,1,no,look
96,3.0,1.625,0.9,1,would you auntie,1.0,1.0,1.0,0,,futurity
97,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,celebrity
98,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,use
99,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,would
100,2.0,1.4,1.2,1,get done,1.0,0.6,0.8,1,de,delta
101,1.0,1.5,1.5,1,hey,1.0,1.0,1.0,0,,in
102,2.0,0.75,0.8333333333333334,1,be cool,2.0,0.75,0.8333333333333334,1,be cool,bequeath
103,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,bravo
104,1.0,1.0,1.0,1,one,1.0,1.0,1.0,1,one,right
105,1.0,0.6,1.0,1,ah,1.0,0.6,1.0,1,ah,ahead
106,1.0,1.0,0.6666666666666666,1,one,1.0,1.0,0.6666666666666666,1,one,way
107,2.0,1.0,1.0,1,keep win,5.0,1.5,1.6666666666666667,1,up part oh keep win,apothecary
108,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,1,oh,alt
109,2.0,1.0,0.75,1,you not,2.0,1.0,0.75,1,you knock,uniform
110,1.0,2.0,1.0,1,eh,1.0,1.0,1.0,0,,a
111,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,up
112,2.0,0.8,0.75,1,in what,2.0,0.8,0.75,1,in what,irresolute
113,0.0,0.0,0.0,1,charlie,1.0,1.0,1.0,0,,charlie
114,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,butcher
115,1.0,1.0,1.0,0,,2.0,1.5,1.5,1,how long,coil
116,1.0,0.75,0.75,1,hi,1.0,0.75,0.75,1,hi,haha
117,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,0,,part
118,3.0,0.8888888888888888,0.9090909090909091,1,co chain man,1.0,1.0,1.0,0,,clergyman
119,1.0,0.6,0.8,1,want,2.0,0.8,0.8,1,what do,water
120,3.0,0.7777777777777778,1.0,1,i put in,1.0,0.6666666666666666,0.625,1,and,apprehend
121,3.0,1.2222222222222223,1.5,1,on palo chen,2.0,0.8888888888888888,0.875,1,on balloon,ablutions
122,3.0,2.0,1.8333333333333333,1,oh pork plus,2.0,1.1666666666666667,1.0,1,oh what,advice
123,1.0,1.25,1.0,1,sewall,0.0,0.0,0.0,1,zero,zero
124,1.0,1.0,1.0,0,,0.0,0.0,0.0,1,people,people
125,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,anybody
126,1.0,0.75,1.0,1,oh,1.0,1.0,1.0,0,,long
127,2.0,0.7,0.9090909090909091,1,and two,2.0,0.7,0.9090909090909091,1,and two,interwoven
128,1.0,1.0,1.0,0,,2.0,0.75,1.0,1,k long,kilo
129,1.0,0.6,1.0,1,yes,1.0,0.6,1.0,1,yes,these
130,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,be
131,1.0,1.6666666666666667,1.3333333333333333,1,thank,1.0,1.0,1.0,0,,did
132,1.0,0.6666666666666666,0.6666666666666666,1,oh,1.0,2.0,1.6666666666666667,1,alright,oil
133,1.0,0.75,0.75,1,and,1.0,0.75,0.75,1,and,into
134,2.0,1.25,1.25,1,go long,1.0,1.0,1.0,0,,coil
135,2.0,1.4,1.1666666666666667,1,old town,1.0,0.8,0.6666666666666666,1,okay,hotel
136,1.0,0.8888888888888888,0.8888888888888888,1,no,1.0,0.8888888888888888,0.8888888888888888,1,no,nuremberg
137,1.0,1.0,1.0,0,,0.0,0.0,0.0,1,one,one
138,3.0,2.0,2.25,1,go long go,1.0,0.5,0.75,1,colo,coil
139,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,immovable
140,1.0,1.0,1.0,0,,1.0,0.6,0.8,1,wait,which
141,1.0,0.75,0.5,1,luck,1.0,0.75,0.5,1,luck,like
142,0.0,0.0,0.0,1,look,0.0,0.0,0.0,1,look,look
143,1.0,1.3333333333333333,1.25,1,six six,1.0,1.0,1.0,0,,six
144,1.0,1.3333333333333333,1.25,1,six six,1.0,1.0,1.0,0,,six
145,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,0,,are
146,2.0,1.5,2.0,1,dam dam,1.0,1.0,1.0,0,,them
147,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,that
148,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,naturalization
149,1.0,1.0,1.0,0,,2.0,1.4,2.3333333333333335,1,thank you,there
150,1.0,0.6666666666666666,1.0,1,nine,0.0,0.0,0.0,1,one,one
151,0.0,0.0,0.0,1,two,1.0,1.3333333333333333,1.5,1,kill,two
152,1.0,0.6666666666666666,0.6666666666666666,1,ten,1.0,1.0,1.0,0,,tab
153,1.0,1.0,1.0,0,,1.0,1.3333333333333333,1.0,1,nine,may
154,1.0,1.0,1.0,0,,1.0,0.8571428571428571,1.0,1,okay,absolve
155,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,bravo
156,1.0,1.0,1.0,1,ah,1.0,1.0,1.0,1,yeah,duck
157,1.0,1.0,1.0,1,ya,2.0,1.0,1.0,1,ya oh,number
158,1.0,1.0,1.0,0,,1.0,1.3333333333333333,1.5,1,four,she
159,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,0,,into
160,1.0,1.0,1.0,0,,2.0,1.2,1.0,1,on that,adapt
161,0.0,0.0,0.0,1,five,0.0,0.0,0.0,1,five,five
162,2.0,0.9090909090909091,0.9,1,king too,3.0,0.6363636363636364,0.6,1,can do what,candlelight
163,2.0,1.3333333333333333,0.6666666666666666,1,thank you,2.0,1.3333333333333333,0.6666666666666666,1,thank you,vacuum
164,2.0,0.8888888888888888,0.8181818181818182,1,answer legion,1.0,0.8888888888888888,0.9090909090909091,1,and,adulation
165,1.0,1.0,1.0,0,,0.0,0.0,0.0,1,five,five
166,1.0,2.0,0.6666666666666666,1,nine,1.0,2.0,0.6666666666666666,1,nine,my
167,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,papa
168,1.0,0.8,1.0,1,one,1.0,0.8,1.0,1,one,write
169,2.0,0.5714285714285714,0.6,1,we see,1.0,0.7142857142857143,0.6,1,win,whiskey
170,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,upward
171,1.0,1.0,0.5,1,karp,1.0,1.0,1.0,0,,copy
172,2.0,0.8,1.2,1,i love,2.0,0.8,1.2,1,i love,aloft
173,1.0,1.0,1.0,0,,2.0,0.7,0.8,1,can sure,casualties
174,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,scullion
175,1.0,1.0,1.0,1,and,1.0,1.0,1.0,1,and,exploit
176,2.0,0.6,0.6666666666666666,1,then go,2.0,0.4,0.5,1,can go,tango
177,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,faithfulness
178,1.0,1.0,1.0,0,,1.0,0.75,0.75,1,two,time
179,1.0,0.8,0.8333333333333334,1,well,1.0,1.2,0.8333333333333334,1,dollars,bulge
180,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,left
181,1.0,0.3333333333333333,0.0,1,four,1.0,0.3333333333333333,0.0,1,four,for
182,1.0,0.8571428571428571,0.875,1,dunstan,1.0,0.8571428571428571,0.875,1,din,dodgers
183,2.0,1.4,1.6,1,why dont,2.0,1.2,1.0,1,one do,water
184,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,chair
185,0.0,0.0,0.0,1,but,1.0,1.3333333333333333,1.0,1,buffer,but
186,2.0,3.0,3.5,1,yes yes,1.0,1.0,1.5,1,yes,is
187,2.0,1.0,1.25,1,no um,1.0,1.0,1.0,0,,nine
188,1.0,0.7142857142857143,0.42857142857142855,1,fire,2.0,1.2857142857142858,1.4285714285714286,1,violet womb,flowers
189,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,at,echo
190,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,moustache
191,1.0,0.8,0.8888888888888888,1,see,1.0,0.8,0.8888888888888888,1,see,sympathize
192,1.0,0.7777777777777778,0.875,1,art,3.0,1.1111111111111112,1.375,1,and two friend,atrocious
193,1.0,1.0,1.0,0,,1.0,0.875,1.0,1,eight,anything
194,1.0,0.7692307692307693,0.9166666666666666,1,seven,1.0,0.7692307692307693,0.9166666666666666,1,seven,southeasterly
195,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,she
196,3.0,0.5454545454545454,0.375,1,well with all,1.0,0.7272727272727273,0.875,1,wait,wherewithal
197,0.0,0.0,0.0,1,no,0.0,0.0,0.0,1,no,no
198,1.0,0.5,0.75,1,main,1.0,0.5,0.75,1,main,many
199,1.0,1.0,1.5,1,yes,1.0,1.0,1.0,0,,as
200,1.0,0.75,0.75,1,and,1.0,0.75,0.75,1,and,downward
201,1.0,0.75,1.0,1,seven,1.0,0.75,1.0,1,seven,then
202,1.0,0.8181818181818182,0.8,1,bad,1.0,1.0,1.0,0,,battlements
203,1.0,0.3333333333333333,0.6666666666666666,1,no,1.0,0.3333333333333333,0.6666666666666666,1,no,not
204,1.0,0.6666666666666666,0.6666666666666666,1,what,1.0,1.0,0.6666666666666666,1,one,was
205,1.0,0.3333333333333333,0.3333333333333333,1,why,1.0,1.0,0.6666666666666666,1,one,way
206,1.0,0.8333333333333334,1.0,1,oh,1.0,0.8333333333333334,1.0,1,oh,absorb
207,2.0,1.0,0.9,1,i change,3.0,1.125,1.2,1,i change bit,adjacent
208,2.0,1.0,1.0,1,and so,1.0,1.0,1.0,0,,pencil
209,2.0,1.0,1.0,1,can come,2.0,1.0,1.0,1,can come,tango
210,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,praiseworthy
211,0.0,0.0,0.0,1,eight,0.0,0.0,0.0,1,eight,eight
212,1.0,2.0,1.5,1,do you,1.0,2.0,1.5,1,do you,do
213,2.0,0.8,1.75,1,ar jo,2.0,0.8,1.75,1,ar jo,azure
214,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,were
215,1.0,0.6,0.6,1,what,1.0,0.6,0.6,1,what,water
216,1.0,0.6666666666666666,0.8,1,ya,1.0,0.6666666666666666,0.8,1,ya,yankee
217,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,cut
218,1.0,0.5714285714285714,1.0,1,couch,1.0,1.0,1.0,0,,goulash
219,0.0,0.0,0.0,1,can,1.0,0.6666666666666666,0.6666666666666666,1,ten,can
220,1.0,0.8571428571428571,0.8333333333333334,1,can,1.0,0.8571428571428571,0.8333333333333334,1,can,moisten
221,0.0,0.0,0.0,1,you,0.0,0.0,0.0,1,you,you
222,2.0,1.4,1.1666666666666667,1,old town,1.0,0.8,0.6666666666666666,1,okay,hotel
223,4.0,1.0,1.0714285714285714,1,such a good lunch,1.0,0.8461538461538461,0.9285714285714286,1,lunch,psychological
224,1.0,0.4,0.25,1,base,1.0,0.6,0.75,1,be,bathe
225,0.0,0.0,0.0,1,then,0.0,0.0,0.0,1,then,then
226,4.0,1.0,1.2727272727272727,1,i so thank you,1.0,0.9230769230769231,0.9090909090909091,1,i,authoritative
227,1.0,0.6666666666666666,0.8,1,but,1.0,0.6666666666666666,0.8,1,but,blithe
228,1.0,0.6666666666666666,0.6666666666666666,1,d,1.0,1.3333333333333333,1.0,1,then,day
229,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,but
230,1.0,0.8571428571428571,0.8333333333333334,1,can,1.0,0.8571428571428571,0.8333333333333334,1,can,moisten
231,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,1,oh,her
232,1.0,1.0,1.0,0,,1.0,2.0,1.6666666666666667,1,alright,oil
233,1.0,0.8333333333333334,0.7692307692307693,1,and,1.0,1.0,1.0,1,m,advantageous
234,1.0,1.0,0.9166666666666666,1,in,1.0,1.0,1.0,0,,exaggerate
235,1.0,0.8,1.0,1,oh,1.0,1.0,1.0,0,,would
236,1.0,0.5,0.75,1,mainly,1.0,1.0,1.0,0,,many
237,1.0,0.9,1.0,1,one,1.0,0.9,1.0,1,one,haranguing
238,1.0,0.9090909090909091,0.9166666666666666,1,no,1.0,1.0,1.0,0,,merchandise
239,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,to
240,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,him
241,1.0,0.5,0.8333333333333334,1,wine,2.0,0.5,0.8333333333333334,1,wine down,window
242,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,merchandise
243,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,out
244,1.0,1.5,1.5,1,hey,1.0,1.5,1.5,1,hey,at
245,1.0,0.5,1.0,1,oh,1.0,1.5,1.5,1,hey,or
246,2.0,1.0,1.0,1,and so,1.0,1.0,1.0,0,,pencil
247,1.0,0.7272727272727273,0.7,1,bathroom,1.0,1.0,1.0,0,,battlements
248,1.0,1.0,1.0,0,,1.0,0.6,0.8571428571428571,1,one,romeo
249,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,some
250,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,frog
251,3.0,0.8888888888888888,1.2857142857142858,1,but loud shout,2.0,0.8888888888888888,1.0,1,but lunch,bloodshed
252,1.0,0.75,0.6666666666666666,1,well,1.0,1.0,0.3333333333333333,1,one,what
253,1.0,0.5454545454545454,0.5,1,super,1.0,0.8181818181818182,0.7,1,soup,supervision
254,1.0,2.0,1.5,1,kill,1.0,1.5,1.5,1,can,to
255,1.0,1.0,1.0,1,mm,1.0,1.0,1.0,0,,he
256,1.0,1.0,1.0,0,,1.0,0.9166666666666666,0.8,1,seven,faithfulness
257,1.0,0.8333333333333334,0.8,1,so,1.0,0.8333333333333334,0.8,1,so,sawyer
258,2.0,1.0,1.25,1,no um,1.0,1.0,1.0,0,,nine
259,1.0,0.7692307692307693,0.7692307692307693,1,four,1.0,0.7692307692307693,0.7692307692307693,1,four,forgetfulness
260,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,papa
261,1.0,1.0,1.0,0,,1.0,0.8,1.0,1,bank,paste
262,2.0,0.625,1.0,1,six omes,1.0,0.75,0.6666666666666666,1,six,scissors
263,1.0,0.5,0.75,1,four,1.0,0.5,0.75,1,four,foil
264,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,achieve
265,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,ah,of
266,1.0,0.5,1.0,1,three,1.0,0.5,1.0,1,three,they
267,1.0,1.0,1.0,1,and,1.0,1.0,1.0,1,and,exploit
268,2.0,1.0,0.8,1,eight poor,1.0,0.9,0.8,1,eight,ablebodied
269,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,long
270,3.0,0.9,0.75,1,ho a king,1.0,0.9,0.8333333333333334,1,ho,copenhagen
271,1.0,0.6,0.6,1,what,1.0,0.6,0.6,1,what,water
272,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,echo
273,2.0,1.5,1.8,1,fine level,1.0,0.6666666666666666,0.8,1,but,blithe
274,1.0,0.75,1.0,1,no,1.0,0.75,1.0,1,no,look
275,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,them
276,1.0,0.8,0.7777777777777778,1,cant,1.0,0.8,0.7777777777777778,1,cant,convulsion
277,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,frog
278,1.0,1.0,1.0,1,oh,1.0,1.0,1.0,1,oh,alt
279,1.0,1.3333333333333333,1.0,1,nine,1.0,1.3333333333333333,1.0,1,nine,may
280,1.0,0.8571428571428571,1.0,1,each,1.0,1.0,1.0,0,,ashamed
281,2.0,1.2,0.8571428571428571,1,warm meat,2.0,1.2,0.8571428571428571,1,one meat,romeo
282,1.0,0.75,0.75,1,meg,1.0,1.0,1.0,0,,make
283,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,massachusetts
284,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,downward
285,1.0,1.0,1.3333333333333333,1,hello,1.0,1.0,1.0,0,,blue
286,1.0,0.6,0.8,1,sapin,2.0,1.2,1.2,1,zap fin,seven
287,3.0,0.9,1.0,1,one day two,3.0,0.8,1.2857142857142858,1,one day four,rendezvous
288,1.0,1.0,1.0,0,,1.0,1.0,1.0,1,at,echo
289,1.0,1.0,0.6666666666666666,1,hell,1.0,1.0,0.6666666666666666,1,hell,how
290,1.0,0.8,1.25,1,coach,1.0,1.0,1.0,0,,cushy
291,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,use
292,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,baths
293,0.0,0.0,0.0,1,when,1.0,0.75,0.3333333333333333,1,one,when
294,1.0,0.8333333333333334,0.8571428571428571,1,angeco,1.0,0.8333333333333334,0.8571428571428571,1,angeco,agricultural
295,1.0,1.0,1.0,0,,1.0,1.0,1.0,0,,achieve
296,2.0,0.8,0.75,1,in what,1.0,1.0,1.0,0,,irresolute
297,2.0,0.625,0.7777777777777778,1,let lo,2.0,0.875,1.0,1,that okay,lethargy
298,1.0,1.0,1.0,1,one,1.0,1.0,1.0,1,one,we
299,2.0,0.9090909090909091,0.9090909090909091,1,mm two,2.0,0.9090909090909091,0.9090909090909091,1,mm two,entertainer
300,2.0,1.0,0.8181818181818182,1,sure can,1.0,1.0,1.0,0,,gigantic
301,1.0,1.0,1.0,1,thank,1.0,0.8,1.0,1,bank,paste
302,0.0,0.0,0.0,1,so,1.0,1.0,1.0,0,,so
303,1.0,1.0,1.0,1,ah,1.0,1.0,0.5,1,um,of
304,3.0,2.0,1.75,1,t all long,1.0,0.75,0.75,1,two,toil
305,1.0,0.6,0.6,1,dead,1.0,0.8,0.8,1,di,delta
306,1.0,0.8181818181818182,0.7777777777777778,1,but,1.0,0.8181818181818182,0.7777777777777778,1,but,brotherhood
307,1.0,0.8,0.8571428571428571,1,one,1.0,0.8,0.8571428571428571,1,one,rendezvous
308,1.0,1.0,1.0,0,,3.0,2.4,1.6666666666666667,1,who went home,bravo
309,2.0,1.2,0.8571428571428571,1,warm meat,3.0,1.6,0.8571428571428571,1,one meat oh,romeo
310,1.0,1.25,1.0,1,eight,1.0,1.0,1.0,1,seven,said
311,1.0,1.0,1.0,0,,2.0,1.0,1.25,1,check out,shout
312,2.0,2.3333333333333335,2.0,1,one one,1.0,1.0,0.6666666666666666,1,one,way
313,1.0,0.75,0.75,1,and,1.0,0.75,0.75,1,and,downward
314,1.0,1.0,1.0,1,vaccine,2.0,0.6666666666666666,0.7777777777777778,1,ba gong,bungalows
315,1.0,0.8181818181818182,0.8,1,can,1.0,0.8181818181818182,0.8,1,can,convenience
316,1.0,1.0,1.0,1,yeah,1.0,1.0,1.0,1,oh,into
317,1.0,1.0,0.8,1,carlyle,1.0,0.8,0.8,1,carl,clown
318,1.0,2.0,1.0,1,yeah,1.0,2.0,1.0,1,yeah,if
319,2.0,1.1666666666666667,1.8,1,echo eco,1.0,0.5,1.0,1,angco,hanger
320,3.0,1.8333333333333333,1.6666666666666667,1,ah park plus,2.0,1.3333333333333333,1.3333333333333333,1,oh bottle,advice
321,1.0,1.0,1.0,0,,1.0,0.8333333333333334,0.8,1,what,rabbit
322,0.0,0.0,0.0,1,many,1.0,0.75,0.5,1,me,many
323,3.0,1.0,1.1111111111111112,1,and sand then,1.0,0.8888888888888888,1.0,1,ah,astounded
324,2.0,1.5,1.6666666666666667,1,not all,2.0,1.75,2.0,1,not more,long
325,1.0,1.0,1.0,0,,1.0,1.5,1.5,1,yes,in
326,1.0,0.6,0.8,1,sapin,2.0,1.2,1.2,1,zap fin,seven
327,2.0,1.0,0.6666666666666666,1,dying dress,1.0,0.5,0.6666666666666666,1,dime,digest
328,1.0,1.0,1.0,1,no,1.0,1.0,1.0,0,,lawyer
