,in_wers,in_cers,in_pers,in_texts,new_wers,new_cers,new_pers,new_texts,refs
33,0.8,0.6,0.5806451612903226,the jobs been great,1.4,0.7666666666666667,0.7741935483870968,the dry to the waste needs new dirt,the job provides many benefits
34,0.8571428571428571,0.9230769230769231,0.9459459459459459,the,0.8571428571428571,0.9230769230769231,0.9459459459459459,all,all the big baseball players get traded
35,1.0,0.75,1.0,yeah,1.0,0.75,1.0,yeah,peer
36,1.0,0.8333333333333334,1.0,m,1.0,0.6666666666666666,0.6,mets,mitten
37,1.0,0.975,1.0,the,1.0,0.975,1.0,the,jane may earn more money by working hard
38,1.0,0.7333333333333333,0.7096774193548387,this is a perfect many,0.8,0.9,0.9354838709677419,the,the job provides many benefits
39,0.0,0.0,0.0,no,0.0,0.0,0.0,no,no
40,1.0,0.8269230769230769,0.813953488372093,im glad youre here,1.0,0.9423076923076923,0.9534883720930233,the,night after night they received annoying phone calls
41,1.0,0.8333333333333334,0.8,s,1.0,1.0,1.0,okay,sticks
42,1.0,0.8,1.0,again,1.0,1.0,1.0,im,alpha
43,0.9090909090909091,0.75,0.75,youre really really surprised,0.5454545454545454,0.40384615384615385,0.4166666666666667,he really crucified he mailed it,he really crucified him he nailed it for a yard loss
44,1.0,1.0,1.0,but,1.0,1.0,1.0,the,yes
45,1.0,1.0,1.0,im,1.0,1.25,1.0,umhmm,dark
46,1.0,1.0,1.0,yeah,1.0,1.0,1.0,umhmm,droop
47,0.0,0.0,0.0,no,1.0,2.0,1.0,miss,no
48,1.0,1.0,0.75,im,1.0,1.25,0.5,right,fate
49,1.0,1.0,1.3333333333333333,seven,3.0,1.75,2.3333333333333335,s s yeah,suit
50,0.9166666666666666,0.9577464788732394,0.9714285714285714,the,1.0,0.9859154929577465,0.9857142857142858,umhmm,nothing has been done yet to take advantage of the enabling legislation
51,1.0,1.0,1.0,oh,1.0,1.0,1.25,okay,park
52,1.0,1.0,0.75,im,1.0,1.0,0.5,right,race
53,0.8888888888888888,0.9302325581395349,0.9555555555555556,the,0.8888888888888888,0.9302325581395349,0.9555555555555556,the,the quick brown fox jumps over the lazy dog
54,0.875,0.9230769230769231,0.9459459459459459,the,0.875,0.9230769230769231,0.9459459459459459,the,i tried to tell people in the community
55,1.0,0.7352941176470589,0.8181818181818182,s bouts a junior in laws job,1.0,0.9705882352941176,0.9696969696969697,s,both injuries were to the same leg
56,1.0,1.0,0.5,a,1.0,1.3333333333333333,2.0,right,the
57,1.0,0.8333333333333334,0.8333333333333334,the,2.0,1.1666666666666667,0.8333333333333334,he backed,quebec
58,1.0,0.8260869565217391,0.8636363636363636,im just making all the room,0.6666666666666666,0.34782608695652173,0.5454545454545454,ive changed my bell runs,i have had my bell rung
59,1.0,0.25,0.5,worm,0.0,0.0,0.0,warm,warm
60,1.0,1.3333333333333333,1.0,right,1.0,0.6666666666666666,1.0,m,mut
61,1.0,0.75,1.0,yes,1.0,0.75,1.0,yes,tear
62,1.0,0.75,1.0,broad,1.0,1.0,1.0,s,root
63,1.0,1.0,1.0,im,1.0,1.6666666666666667,1.3333333333333333,right,fed
64,1.0,0.75,1.0,e,1.0,0.75,1.0,yeah,peer
65,1.0,0.8,1.0,s,1.0,0.8,1.0,s,spain
66,1.0,0.75,0.75,what,1.0,1.0,1.0,one,left
67,1.0,0.8,1.0,ill,1.0,1.0,1.0,whats,prior
68,1.0,1.0,0.8,mates,0.0,0.0,0.0,much,much
69,1.0,1.0,1.0,the,1.0,1.0,1.0,the,horn
70,2.0,1.0,0.8,oh its,1.0,0.6,0.8,waits,witch
71,0.0,0.0,0.0,one,0.0,0.0,0.0,one,one
72,1.0,0.8,0.6,what,3.0,2.4,2.2,whats the point,witch
73,0.875,0.925,0.9459459459459459,the,0.875,0.575,0.5945945945945946,the world is above the only thing you can do,travel is about the only leisure we have
74,0.8,0.90625,0.9230769230769231,the,1.0,0.96875,0.9230769230769231,im,i scrubbed the floors thoroughly
75,1.0,0.5,0.6666666666666666,mate,1.0,0.75,0.6666666666666666,mates,rage
76,2.0,1.75,1.5,she was,1.0,1.0,1.0,the,corn
77,2.0,1.1666666666666667,1.0,ill see,1.0,1.0,1.0,s,urgent
78,1.0,1.0,1.0,im,1.0,0.75,0.75,wee,sway
79,1.0,1.0,0.8571428571428571,yeah,1.0,1.0,0.8571428571428571,yeah,gadget
80,1.0,1.0,1.0,im,1.0,1.0,1.0,yeah,four
81,1.0,0.8333333333333334,1.0,the,1.0,1.0,1.0,umhmm,league
82,1.0,1.0,1.0,oh,1.0,1.25,1.3333333333333333,believe,lead
83,1.0,0.8,0.8,im,1.0,0.8,0.8,im,trait
84,1.0,1.25,1.5,umhmm,1.0,1.0,1.0,um,gnaw
85,1.0,1.0,1.0,oh,1.0,1.3333333333333333,2.5,okay,two
86,1.0,0.9487179487179487,0.9722222222222222,the,1.0,0.9743589743589743,1.0,umhmm,a long flowing beard clings to his chin
87,1.0,0.9583333333333334,0.9565217391304348,the,1.0,1.0,1.0,,it was a good win for us
88,1.1428571428571428,0.8205128205128205,0.7222222222222222,all issues will be mentioned in the video,0.42857142857142855,0.1282051282051282,0.1388888888888889,while hes nearly ninetythree years old,well he is nearly ninetythree years old
89,1.0,0.5,0.6666666666666666,no,1.0,1.5,1.6666666666666667,morning,knot
90,0.5,0.16666666666666666,0.14285714285714285,shes sinner than i am,0.3333333333333333,0.08333333333333333,0.09523809523809523,shes thinner than i am,she is thinner than i am
91,1.0,0.9722222222222222,0.9714285714285714,im,1.0,0.9722222222222222,0.9714285714285714,ill,help greg to pick a peck of potatoes
92,1.0,0.5,0.0,no,1.0,0.5,0.0,no,know
93,1.0,1.5,1.3333333333333333,no no,1.0,1.5,1.3333333333333333,no no,no
94,1.0,1.0,1.0,umhmm,1.0,0.6666666666666666,0.8,the,bitten
95,1.0,0.7792207792207793,0.7894736842105263,its all not purpose its a word,1.0,0.987012987012987,0.9868421052631579,s,it also provides for funds to clear slums and help colleges build dormitories
96,1.0,1.25,1.0,umhmm,1.0,1.0,1.0,um,boot
97,1.0,1.0,1.0,im,1.0,1.0,1.0,yeah,trouble
98,4.0,2.2,3.0,im a good man,1.0,1.0,1.0,s,alpha
99,1.0,0.8,0.8571428571428571,romanche,1.0,0.8,0.8571428571428571,no,range
100,1.0,0.8,0.6,what,1.0,0.6,0.8,wait,witch
101,1.0,0.8,1.0,oh,1.0,0.8,0.6,what,witch
102,1.0,1.0,0.5,right,1.0,1.0,1.0,the,raid
103,0.0,0.0,0.0,the,1.0,1.0,1.5,day,the
104,1.0,1.0,1.0,m,1.0,1.0,1.0,s,rake
105,0.14285714285714285,0.041666666666666664,0.06896551724137931,id just try to do my best,0.14285714285714285,0.041666666666666664,0.06896551724137931,id just try to do my best,i just try to do my best
106,2.0,1.25,1.25,get on,2.0,1.75,1.5,its all,down
107,1.0,0.75,0.7692307692307693,the two of them are not related,1.0,0.95,0.9743589743589743,um,the museum hires musicians every evening
108,1.0,0.75,1.0,a,1.0,1.0,1.0,sssh,near
109,1.0,1.0,1.0,im,1.0,1.25,1.0,umhmm,beat
110,2.0,1.75,2.0,s theyre,2.0,1.25,2.3333333333333335,s zero,suit
111,1.0,1.0,1.0,yeah,1.0,1.0,1.0,yeah,horn
112,0.75,0.6724137931034483,0.660377358490566,except the workroom excepting the,1.0,0.8448275862068966,0.8490566037735849,exceptional,except in the winter when the ooze or snow or ice prevents
113,1.0,0.75,0.5,im,1.0,1.0,1.25,okay,tile
114,1.0,1.0,1.0,,1.0,0.8,1.0,yeah,sheet
115,0.5,0.6363636363636364,0.6511627906976745,this is not a bird,0.5,0.5909090909090909,0.6511627906976745,this is not a good,this is not a program of socialized medicine
116,1.0,0.8,1.0,oh,1.0,0.8,1.0,oh,oscar
117,1.0,0.75,0.8,manuel,0.0,0.0,0.0,menu,menu
118,0.9166666666666666,0.9482758620689655,0.9622641509433962,the,0.9166666666666666,0.9482758620689655,0.9622641509433962,the,except in the winter when the ooze or snow or ice prevents
119,1.0,1.25,1.3333333333333333,brothel,1.0,1.0,1.0,the,rock
120,1.0,0.8,0.8,im,1.0,1.0,1.0,,train
121,1.0,0.75,1.0,the,1.0,0.5,1.0,so,shop
122,0.5,0.16666666666666666,0.14285714285714285,shes sinner than i am,0.5,0.16666666666666666,0.14285714285714285,shes sinner than i am,she is thinner than i am
123,0.8571428571428571,0.75,0.7,the whole things really really rough,0.8571428571428571,0.9318181818181818,0.95,the,the owners regularly look for plumbing leaks
124,1.0,0.9285714285714286,0.975,the,1.0,0.9285714285714286,0.95,umhmm,before thursdays exam review every formula
125,1.0,0.8947368421052632,0.9166666666666666,im not,0.25,0.18421052631578946,0.19444444444444445,whats only one decision to be made,there was only one decision to be made
126,2.0,1.6,1.5,theyre all,1.0,1.0,1.0,yeah,swore
127,4.0,3.0,5.333333333333333,shes a great teacher,1.0,1.0,1.0,umhmm,sheet
128,1.0,1.2,1.25,street,1.0,1.2,1.25,street,floor
129,1.0,0.2,0.5,stewer,1.0,0.6,0.5,stu,steer
130,1.0,0.8,1.0,again,2.0,1.2,1.0,ill see,alpha
131,1.0,0.75,0.8,yeah,2.0,1.75,1.0,thank you,menu
132,0.25,0.23255813953488372,0.1951219512195122,all speakers would go higher in later years,0.125,0.09302325581395349,0.0975609756097561,all figures would go higher in later years,both figures would go higher in later years
133,0.8571428571428571,0.6176470588235294,0.6363636363636364,most indeed or do the,0.8571428571428571,0.9117647058823529,0.9393939393939394,the,both injuries were to the same leg
134,0.7142857142857143,0.6666666666666666,0.5517241379310345,ill teach ill teach you my best,0.14285714285714285,0.08333333333333333,0.06896551724137931,ill just try to do my best,i just try to do my best
135,1.0,0.4583333333333333,0.42857142857142855,the hope is only shared,0.75,0.5416666666666666,0.5714285714285714,the hopes are unassured,the hotel owner shrugged
136,1.0,1.0,1.0,the,1.0,1.0,1.0,the,form
137,1.0,1.0,0.5,sorry,1.0,1.25,1.0,night,dark
138,1.0,0.75,1.0,the,1.0,1.0,1.0,um,knew
139,1.0,0.5,0.6666666666666666,look,1.0,1.0,1.0,blah,rock
140,1.0,0.6,0.6666666666666666,what,1.0,0.8,2.3333333333333335,w,whoop
141,0.875,0.7441860465116279,0.7435897435897436,are you crazy,0.875,0.7209302325581395,0.7692307692307693,are you great,are your grades higher or lower than nancys
142,1.0,0.9701492537313433,0.9846153846153847,the,1.0,0.9701492537313433,0.9846153846153847,the,when he speaks his voice is just a bit cracked and quivers a trifle
143,1.0,1.0,1.0,im,1.0,1.0,1.3333333333333333,right,three
144,1.0,0.6666666666666666,1.0,the,0.0,0.0,0.0,see,see
145,1.0,1.0,1.0,im,1.0,0.75,1.6666666666666667,okay,beat
146,1.0,1.0,0.75,one,1.0,1.25,1.0,washing,warm
147,1.0,0.8,0.8,no,1.0,0.8,0.8,no,loyal
148,0.8333333333333334,0.6379310344827587,0.6792452830188679,its just in the winter with that blues,0.5833333333333334,0.4482758620689655,0.49056603773584906,except in the winter when that loose,except in the winter when the ooze or snow or ice prevents
149,1.6666666666666667,1.0833333333333333,1.15625,she was born in brittany and she grew up in northampton,1.0,0.8888888888888888,0.9375,shes,she wore warm fleecy woolen overalls
150,1.0,1.25,1.0,thank,1.0,1.0,1.25,okay,bird
151,0.25,0.15625,0.1,a roll of water laid near the wall,0.25,0.15625,0.16666666666666666,a room of water lay near the wall,a roll of wire lay near the wall
152,1.0,1.25,1.0,umhmm,1.0,1.0,1.0,yeah,root
153,1.0,1.0,1.0,im,1.0,1.3333333333333333,1.0,yeah,dot
154,1.0,1.0,1.0,the,1.0,1.0,1.0,the,bad
155,1.0,0.8333333333333334,0.3333333333333333,no,1.0,0.8333333333333334,0.3333333333333333,no,though
156,1.0,1.25,1.0,school,1.0,1.25,1.0,school,fill
157,0.0,0.0,0.0,one validated acts of school districts,0.0,0.0,0.0,one validated acts of school districts,one validated acts of school districts
158,1.0,0.75,1.0,yeah,1.0,0.75,1.0,yeah,feed
159,1.0,0.75,1.0,so,1.0,1.25,1.0,school,fork
160,2.0,1.0,1.3333333333333333,she knew,1.0,0.8,1.3333333333333333,school,shear
161,1.0,0.8,0.8,umhmm,1.0,0.8,0.6,street,storm
162,1.0,1.0,1.3333333333333333,zero,2.0,1.75,1.6666666666666667,see you,hair
163,1.0,1.0,1.0,no,1.0,1.0,1.0,no,left
164,1.0,1.0,1.0,so,1.0,1.3333333333333333,1.0,umhmm,hat
165,1.0,0.9411764705882353,0.9787234042553191,the,0.9090909090909091,0.6274509803921569,0.6170212765957447,we have a lot of food and we want wood smooth and smoke,we have often urged him to walk more and smoke less
166,1.0,1.0,1.0,the,1.0,1.0,1.0,the,hair
167,1.0,1.0,1.0,oh,1.0,1.0,1.0,s,feed
168,1.0,1.0,1.0,im,2.0,1.2,1.25,ill see,seeds
169,1.0,0.75,1.0,the,0.0,0.0,0.0,nine,nine
170,1.0,1.0,1.0,umhmm,1.0,1.0,1.0,im,group
171,0.625,0.41025641025641024,0.43243243243243246,id like to start revoting the community,0.875,0.6410256410256411,0.5945945945945946,id like to tell people that they can read the news,i tried to tell people in the community
172,1.0,0.9565217391304348,0.975609756097561,the,0.375,0.08695652173913043,0.12195121951219512,if youre doing water replace it immediately,if you are losing water replace it immediately
173,0.4,0.3333333333333333,0.2962962962962963,he brought the package hisself,1.0,0.4,0.5185185185185185,he robbed the park of his silly,he wrapped the package hastily
174,1.0,0.7142857142857143,1.0,the,1.0,1.0,1.0,im,thought
175,1.0,1.0,1.6666666666666667,bates,1.0,1.0,1.0,s,feed
176,1.0,0.75,1.0,yes,1.0,1.0,1.0,weeks,beat
177,1.0,0.75,1.0,i,1.0,1.0,1.0,what,lair
178,1.0,1.0,1.0,im,1.0,1.25,1.0,umhmm,park
179,1.0,0.75,1.0,the,1.0,1.0,1.0,yeah,shop
180,1.0,0.8571428571428571,1.0,the,1.0,1.0,1.0,yeah,pitting
181,1.0,1.0,1.0,the,1.0,1.6666666666666667,1.0,umhmm,fat
182,1.0,1.0,0.75,okay,1.0,1.0,0.75,okay,cake
183,1.0,0.75,1.0,s,1.0,0.75,1.0,s,suit
184,1.0,1.0,1.0,yeah,1.0,1.5,1.0,morning,warm
185,0.7142857142857143,0.45454545454545453,0.45161290322580644,hes certainly a much above nice,0.7142857142857143,0.3939393939393939,0.41935483870967744,hes definitely a notch of the bombers,he is definitely a notch above us
186,1.0,0.75,1.0,the,1.0,0.75,2.0,next,knee
187,1.0,1.0,1.0,im,1.0,1.0,1.0,,part
188,1.0,1.0,1.0,,1.0,0.9523809523809523,0.975609756097561,the,dont ask me to carry an oily rag like that
189,2.0,2.25,1.75,youre dead,2.0,1.75,1.5,you yet,papa
190,0.8888888888888888,0.7551020408163265,0.7708333333333334,he took the success of his own,1.0,0.9591836734693877,0.9583333333333334,and,he dresses himself in an ancient black frock coat
191,1.0,0.8,0.3333333333333333,sure,1.0,0.8,1.3333333333333333,school,shear
192,2.0,1.1666666666666667,1.4,im still,1.0,0.8333333333333334,0.8,the,bubble
193,1.0,0.9743589743589743,0.9444444444444444,oh,1.0,0.9230769230769231,0.9722222222222222,the,well he is nearly ninetythree years old
194,1.0,0.5,0.6666666666666666,right,1.0,0.75,0.6666666666666666,fine,sigh
195,1.0,0.75,1.0,bae,1.0,1.0,1.0,right,meat
196,1.0,0.75,0.7272727272727273,ill be about six,1.2,0.6388888888888888,0.6363636363636364,helps are be able to subsist,help celebrate your brothers success
197,1.0,0.5,1.0,the,1.0,1.0,1.0,s,tile
198,1.0,2.0,1.0,umhmm,1.0,1.0,3.5,th,up
199,1.0,0.8,1.0,okay,1.0,0.8,0.6666666666666666,im,briar
200,1.0,0.8,1.0,oh,1.0,0.4,0.0,which,witch
201,1.0,0.8,1.0,no,1.0,0.8,1.0,no,whoop
202,1.0,0.6521739130434783,0.8095238095238095,youre right im just a walk,1.0,0.6086956521739131,0.6666666666666666,youre right im too,you want him to do well
203,1.0,1.25,1.0,umhmm,1.0,1.25,1.0,umhmm,rage
204,1.0,0.5,1.0,the,1.0,1.25,0.5,eight,take
205,1.0,1.0,1.0,s,1.0,1.6666666666666667,1.3333333333333333,watch,one
206,1.0,1.0,1.0,umhmm,1.0,1.0,1.0,okay,pitting
207,1.0,1.0,1.3333333333333333,wait,1.0,0.75,1.0,week,read
208,1.0,1.0,1.0,im,1.0,1.0,1.0,the,park
209,1.0,1.0,1.0,yes,1.0,1.0,1.0,yeah,slip
210,1.0,1.0,1.0,im,1.0,1.0,1.0,im,alpha
211,1.0,1.0,1.0,i,1.0,0.75,1.0,the,torn
212,0.6666666666666666,0.6129032258064516,0.6923076923076923,we could just all sombo beach,0.0,0.0,0.0,we gathered shells on the beach,we gathered shells on the beach
213,1.0,0.4,1.0,the,0.0,0.0,0.0,three,three
214,1.0,1.0,1.0,blug,1.0,0.75,0.5,no,goat
215,1.0,0.7674418604651163,0.8292682926829268,the ball didnt do anygood or it got,1.0,0.9534883720930233,1.0,uh,both figures would go higher in later years
216,1.0,1.0,1.0,im,1.0,1.25,1.0,umhmm,hark
217,1.0,0.8333333333333334,0.3333333333333333,no,1.0,0.8333333333333334,0.3333333333333333,no,though
218,1.0,1.0,1.0,yeah,1.0,1.25,1.0,right,grow
219,1.0,0.7662337662337663,0.8289473684210527,the dogs all took back for one,1.0,0.8181818181818182,0.8421052631578947,a dog or a pigeye,it also provides for funds to clear slums and help colleges build dormitories
220,0.8333333333333334,0.9090909090909091,0.9375,the,1.0,0.9393939393939394,0.96875,im,the dolphins swam around our boat
221,1.0,0.75,0.5,im,1.0,1.0,1.0,umhmm,mike
222,1.0,1.0,1.0,oh,1.0,1.25,1.0,those,part
223,1.0,0.75,1.0,im,3.0,1.5,3.6,w w it,rich
224,1.0,0.8571428571428571,0.8571428571428571,so,1.0,0.8571428571428571,1.0,boy,forward
225,1.0,1.0,1.0,,1.0,0.8,1.0,s,shoot
226,0.45454545454545453,0.4266666666666667,0.44,he further proposed grants but unspecified sum,0.2727272727272727,0.36,0.37333333333333335,he further proposed grants of an unspecified sum,he further proposed grants of an unspecified sum for experimental hospitals
227,1.0,0.5625,0.6071428571428571,the barbacks and the big suites,0.2,0.15625,0.21428571428571427,the box contained three expanders,the box contained three sweaters
228,0.625,0.5128205128205128,0.5135135135135135,the two children wereborn in the community,0.875,0.9230769230769231,0.9459459459459459,the,i tried to tell people in the community
229,1.0,1.0,1.0,im,1.0,1.0,1.0,its,slay
230,1.0,0.75,1.0,yeah,1.0,0.75,1.0,yeah,feed
231,0.1,0.07142857142857142,0.12195121951219512,or ask me to carry an oily rag like that,0.1,0.07142857142857142,0.12195121951219512,or ask me to carry an oily rag like that,dont ask me to carry an oily rag like that
232,1.0,0.8636363636363636,0.9047619047619048,its a,1.0,0.8181818181818182,0.8095238095238095,its just not working,he took me out one day
233,0.8181818181818182,0.6346153846153846,0.7111111111111111,shes had your birthday this month,0.8181818181818182,0.6730769230769231,0.7111111111111111,she had you know smoot,she had your dark suit in greasy wash water all year
234,1.0,0.5,0.5,or,1.0,1.0,1.0,well,cork
235,0.0,0.0,0.0,no,0.0,0.0,0.0,no,no
236,1.0,1.0,0.75,wait,1.0,1.0,1.0,win,play
237,1.0,0.75,1.0,s,1.0,1.25,1.0,season,slip
238,1.0,0.75,1.0,the,1.0,0.75,0.6666666666666666,what,were
239,1.0,1.0,1.0,m,1.0,1.0,1.0,the,bug
240,1.0,0.8,1.0,the,1.0,1.0,0.5,my,night
241,1.0,1.0,1.0,umhmm,1.0,0.6,0.6,green,train
242,1.0,1.0,1.0,i,1.0,1.0,1.0,uh,at
243,1.0,0.75,1.0,s,1.0,0.75,0.75,yep,slip
244,2.0,1.0,1.0,oh yes,1.0,0.8,0.8,no,loyal
245,1.0,0.6666666666666666,0.6666666666666666,show,1.0,1.0,0.3333333333333333,sigh,shy
246,1.0,1.0,0.6666666666666666,blood,0.0,0.0,0.0,bad,bad
247,1.0,0.8333333333333334,0.3333333333333333,no,1.0,0.6666666666666666,0.6666666666666666,the,though
248,2.0,0.6666666666666666,0.8333333333333334,s what,1.0,0.8333333333333334,0.8333333333333334,s,select
249,1.0,0.9411764705882353,0.9393939393939394,away,0.8571428571428571,0.7647058823529411,0.7878787878787878,why are you,why yell or worry over silly items
250,1.0,1.0,1.3333333333333333,goal,1.0,1.0,1.0,s,thigh
251,1.0,1.0,1.0,uh,1.0,1.25,1.0,umhmm,fork
252,1.0,1.0,1.0,umhmm,1.0,1.0,1.0,umhmm,whoop
253,1.0,1.0,1.6666666666666667,j,1.0,1.0,1.0,s,tear
254,1.0,1.0,1.3333333333333333,mute,1.0,0.75,0.6666666666666666,what,walk
255,0.3333333333333333,0.03125,0.06451612903225806,but he always answers bananaoil,0.0,0.0,0.0,but he always answers banana oil,but he always answers banana oil
256,1.0,1.0,1.0,so,1.0,1.0,1.0,s,tie
257,2.0,2.0,2.0,i think,1.0,1.6666666666666667,1.0,umhmm,ate
258,1.0,0.8,1.0,s,1.0,0.8,1.0,s,sheet
259,1.0,0.4,1.0,street,1.0,0.8,1.0,soon,sheet
260,1.0,0.75,1.0,oh,1.0,1.25,1.0,umhmm,sigh
261,1.0,0.75,0.6,so,1.0,1.0,1.0,salem,kilo
262,1.0,1.0,1.0,so,1.0,0.8888888888888888,0.9411764705882353,umhmm,tear up that paper
263,2.0,2.6666666666666665,2.0,well see,3.0,4.666666666666667,3.6666666666666665,were outta here,bad
264,1.0,0.9285714285714286,0.975,the,1.0,0.9285714285714286,0.975,the,before thursdays exam review every formula
265,0.45454545454545453,0.11764705882352941,0.14893617021276595,weve often urged them to walk more and smokeless,0.09090909090909091,0.0392156862745098,0.0425531914893617,we have often urged them to walk more and smoke less,we have often urged him to walk more and smoke less
266,1.0,1.25,2.0,register,1.0,0.75,1.0,rich,rate
267,1.0,0.75,1.0,s,1.0,0.75,1.0,s,spit
268,1.0,1.0,1.0,s,5.0,1.3333333333333333,2.0,s y i n t,jacket
269,1.0,0.75,1.0,yeah,1.0,0.75,1.5,one,gnaw
270,1.0,1.25,1.5,umhmm,1.0,1.25,1.5,umhmm,knee
271,1.0,1.0,0.6666666666666666,shes,1.0,0.6666666666666666,0.3333333333333333,hill,him
272,1.0,0.75,0.75,sure,1.0,1.0,1.0,s,form
273,0.8333333333333334,0.7,0.6551724137931034,school just swore and he got,1.0,0.7666666666666667,0.7241379310344828,school to school and hed,students watched as he got out
274,1.0,1.0,0.75,wait,1.0,0.5,0.5,sway,play
275,1.0,1.0,0.5,right,1.0,1.0,0.5,right,rain
276,1.0,1.0,1.0,da,0.0,0.0,0.0,the,the
277,1.0,0.8333333333333334,1.0,the,1.0,0.8333333333333334,1.0,so,victor
278,1.0,0.9655172413793104,0.9655172413793104,the,1.0,0.9310344827586207,0.9655172413793104,um,usually minus several buttons
279,1.0,1.0,1.0,okay,1.0,1.0,0.5,right,rake
280,1.0,0.9230769230769231,0.9565217391304348,the,1.0,0.8461538461538461,0.8695652173913043,ill s,alfalfa is healthy for you
281,1.0,1.0,1.0,big,1.0,1.6666666666666667,0.0,eight,ate
282,1.0,0.6,0.6,street,1.0,0.6,0.6,street,trait
283,1.0,1.3333333333333333,1.0,yeah,1.0,1.3333333333333333,1.0,yeah,air
284,0.9285714285714286,0.9594594594594594,0.9696969696969697,the,0.9285714285714286,0.9594594594594594,0.9696969696969697,the,if you destroy confidence in banks you do something to the economy he said
285,1.0,0.75,1.0,the,1.0,1.0,1.0,s,feed
286,1.0,0.8333333333333334,1.0,most,0.0,0.0,0.0,double,double
287,3.0,1.6,2.0,its a big,1.0,0.4,0.5,saids,seeds
288,1.0,0.6,0.6666666666666666,show,1.0,0.8,1.0,so,share
289,1.0,0.75,0.5,no,1.0,0.75,0.5,no,grow
290,1.0,1.0,1.0,umhmm,1.0,0.8,1.0,no,coupe
291,1.0,0.6666666666666666,0.8,the,1.0,0.6666666666666666,0.8,the,mitten
292,1.0,1.0,1.0,im,1.0,1.5,1.3333333333333333,school,fear
293,0.8333333333333334,0.5,0.6666666666666666,she is the son of a liar,1.0,0.875,0.9523809523809523,the,she is thinner than i am
294,1.0,0.8,1.3333333333333333,okay,1.0,0.8,1.3333333333333333,okay,coupe
295,1.0,1.0,0.5,wax,1.0,1.0,0.5,wax,rocks
296,1.0,0.8571428571428571,1.0,im,1.0,0.8571428571428571,0.8,but,fitting
297,2.0,1.25,1.25,its on,0.0,0.0,0.0,down,down
298,1.0,0.75,0.8,mocks,1.0,1.0,0.6,what,much
299,1.0,2.0,1.0,yeah,1.0,2.0,1.0,umhmm,up
300,1.0,1.0,1.0,sorry,1.0,1.0,1.0,sorry,sigh
301,1.0,0.6,0.5384615384615384,they make a lot of money but whats the hard,1.0,0.45,0.358974358974359,they made her all marry my workinghard,jane may earn more money by working hard
