,in_wers,in_cers,in_pers,in_texts,new_wers,new_cers,new_pers,new_texts,refs
171,1.0,1.0,0.75,e,1.0,1.0,1.0,yeah,copy
172,1.0,1.0,1.0,im,2.0,1.6,2.0,five lottos,aloft
173,1.0,0.9,1.0,im,1.0,0.9,1.0,im,casualties
174,1.0,0.875,1.0,s,1.0,0.5,0.7142857142857143,scaling,scullion
175,1.0,0.8571428571428571,0.875,its,1.0,0.8571428571428571,0.875,im,exploit
176,1.0,1.0,0.6666666666666666,oh,1.0,0.6,0.5,go,tango
177,1.0,0.9166666666666666,0.9,im,1.0,0.8333333333333334,0.9,th,faithfulness
178,1.0,0.5,1.0,the,1.0,0.75,0.75,two,time
179,1.0,0.8,0.6666666666666666,bauch,1.0,0.8,0.8333333333333334,bouts,bulge
180,1.0,0.75,0.75,loud,1.0,0.75,0.75,loud,left
181,1.0,1.3333333333333333,1.3333333333333333,sway,1.0,0.6666666666666666,1.0,so,for
182,1.0,1.0,1.0,im,2.0,1.1428571428571428,0.75,dark jones,dodgers
183,1.0,0.8,0.8,wha,1.0,0.8,0.8,why,water
184,1.0,0.8,1.0,yeah,1.0,1.0,0.8,s,chair
185,1.0,1.0,1.0,oh,1.0,1.0,1.0,ch,but
186,2.0,3.5,3.0,he earns,1.0,1.0,1.5,yes,is
187,1.0,0.75,0.5,im,1.0,0.75,0.75,no,nine
188,1.0,1.0,0.8571428571428571,im,1.0,0.7142857142857143,0.7142857142857143,five,flowers
189,1.0,0.5,0.5,ho,1.0,0.75,0.75,cool,echo
190,1.0,0.8888888888888888,1.0,no,1.0,0.8888888888888888,1.0,no,moustache
191,1.0,0.8,0.8888888888888888,see,1.0,0.8,0.8888888888888888,see,sympathize
192,3.0,1.3333333333333333,1.375,im so stressed,4.0,1.6666666666666667,1.375,on a toll service,atrocious
193,1.0,0.875,1.0,im,3.0,1.5,1.8333333333333333,leave me alone,anything
194,1.0,0.7692307692307693,1.0,the,1.0,0.9230769230769231,0.9166666666666666,s,southeasterly
195,1.0,1.3333333333333333,2.5,okay,1.0,1.3333333333333333,2.0,school,she
196,3.0,1.0,1.25,whats your wish,3.0,1.0,1.25,whats your wish,wherewithal
197,1.0,1.0,1.0,im,1.0,1.0,1.0,um,no
198,1.0,0.75,1.0,a,1.0,1.0,1.0,the,many
199,1.0,1.0,1.5,its,1.0,1.0,1.0,uh,as
200,1.0,0.75,0.875,okay,1.0,1.0,1.0,yes,downward
201,1.0,1.0,0.6666666666666666,s,1.0,1.0,1.0,so,then
202,1.0,0.9090909090909091,0.9,im,1.0,0.9090909090909091,0.9,im,battlements
203,1.0,1.3333333333333333,1.0,yeah,0.0,0.0,0.0,not,not
204,1.0,1.0,1.0,no,1.0,1.0,1.0,yeah,was
205,1.0,0.6666666666666666,0.6666666666666666,what,1.0,0.3333333333333333,0.3333333333333333,why,way
206,2.0,0.8333333333333334,1.1666666666666667,its so,1.0,1.0,1.0,the,absorb
207,1.0,1.0,1.0,uh,2.0,0.875,0.7,id say,adjacent
208,1.0,0.8333333333333334,0.8333333333333334,school,1.0,1.0,0.8333333333333334,so,pencil
209,1.0,0.8,1.0,the,1.0,0.8,0.8333333333333334,time,tango
210,1.0,0.75,0.8,wait,1.0,0.75,0.6,rays,praiseworthy
211,1.0,0.8,0.6666666666666666,im,0.0,0.0,0.0,eight,eight
212,2.0,5.0,3.5,youre wrong,1.0,1.0,1.0,,do
213,2.0,1.4,2.25,im joan,2.0,1.4,1.5,id show,azure
214,1.0,1.0,1.0,oh,1.0,0.75,1.0,the,were
215,1.0,0.8,0.8,one,2.0,1.2,1.0,one two,water
216,1.0,0.8333333333333334,1.0,the,1.0,1.0,0.8,yachting,yankee
217,1.0,1.0,1.0,the,1.0,1.0,1.0,the,cut
218,1.0,0.7142857142857143,1.0,oh,1.0,0.7142857142857143,1.0,oh,goulash
219,3.0,3.3333333333333335,3.0,shes not in,1.0,1.0,1.0,the,can
220,1.0,0.8571428571428571,0.8333333333333334,im,4.0,2.0,2.3333333333333335,im a loveless kid,moisten
221,2.0,2.6666666666666665,2.0,she knew,0.0,0.0,0.0,you,you
222,1.0,0.8,1.0,the,1.0,0.8,1.0,the,hotel
223,1.0,0.9230769230769231,0.9285714285714286,the,2.0,0.6923076923076923,0.8571428571428571,sacko lunch,psychological
224,1.0,1.0,1.0,please,1.0,0.8,0.75,rains,bathe
225,1.0,0.25,0.6666666666666666,the,1.0,1.0,1.0,go,then
226,1.0,0.7692307692307693,0.9090909090909091,the,1.0,0.9230769230769231,0.9090909090909091,im,authoritative
227,1.0,0.5,1.0,the,1.0,1.0,1.0,s,blithe
228,1.0,1.6666666666666667,1.0,young,1.0,1.0,1.0,yes,day
229,1.0,1.0,1.0,oh,1.0,1.3333333333333333,1.0,uhoh,but
230,3.0,1.1428571428571428,1.0,ill use in,2.0,1.1428571428571428,1.0,ill lose,moisten
231,1.0,1.0,1.0,oh,1.0,1.0,1.0,uh,her
232,1.0,0.6666666666666666,0.6666666666666666,oh,1.0,1.0,1.0,the,oil
233,1.0,0.9166666666666666,1.0,she,1.0,0.8333333333333334,0.9230769230769231,cheers,advantageous
234,3.0,0.9,0.9166666666666666,its at one,3.0,1.0,0.9166666666666666,its a twin,exaggerate
235,1.0,0.8,1.0,oh,1.0,1.0,1.0,the,would
236,4.0,2.75,3.25,and im a monkey,1.0,1.0,1.0,the,many
237,1.0,0.9,1.0,all,1.0,0.9,1.0,what,haranguing
238,1.0,0.8181818181818182,0.9166666666666666,the,1.0,0.8181818181818182,0.9166666666666666,the,merchandise
239,2.0,3.0,2.0,shes a,2.0,4.0,2.5,she knew,to
240,1.0,1.0,1.0,a,1.0,1.0,1.0,eel,him
241,1.0,1.0,1.0,three,2.0,0.6666666666666666,0.5,we know,window
242,1.0,0.8181818181818182,0.9166666666666666,the,1.0,0.8181818181818182,0.9166666666666666,the,merchandise
243,1.0,1.0,0.6666666666666666,im,1.0,1.0,1.0,so,out
244,1.0,1.5,1.0,the,1.0,1.5,1.5,muth,at
245,1.0,0.5,1.0,oh,1.0,2.5,1.5,umhmm,or
246,1.0,1.0,0.8333333333333334,so,1.0,1.0,0.8333333333333334,so,pencil
247,1.0,0.9090909090909091,0.9,im,1.0,0.9090909090909091,0.9,im,battlements
248,1.0,1.0,0.8571428571428571,warm,2.0,1.0,0.8571428571428571,warn me,romeo
249,1.0,0.75,1.0,s,1.0,0.5,0.6666666666666666,so,some
250,1.0,1.0,1.0,s,1.0,0.75,1.0,so,frog
251,1.0,1.0,1.0,im,3.0,0.8888888888888888,1.2857142857142858,by lund sound,bloodshed
252,1.0,0.25,0.6666666666666666,wha,1.0,1.25,1.0,youre,what
253,1.0,0.8181818181818182,0.9,so,2.0,0.45454545454545453,0.6,super fried,supervision
254,1.0,2.5,1.5,sheet,1.0,1.0,1.0,oh,to
255,1.0,1.0,1.0,s,1.0,2.0,1.5,zing,he
256,1.0,0.75,0.9,the,1.0,0.8333333333333334,0.9,one,faithfulness
257,1.0,0.8333333333333334,0.8,so,1.0,0.8333333333333334,0.8,so,sawyer
258,1.0,0.75,0.5,im,1.0,0.75,0.75,no,nine
259,1.0,0.9230769230769231,1.0,so,1.0,0.9230769230769231,1.0,so,forgetfulness
260,1.0,1.0,1.0,oh,1.0,1.0,1.0,,papa
261,1.0,0.8,1.0,the,1.0,0.8,0.6,games,paste
262,1.0,0.75,0.8333333333333334,streets,2.0,0.875,1.0,scenes tombs,scissors
263,1.0,1.0,1.0,sway,1.0,1.0,1.0,sway,foil
264,1.0,0.7142857142857143,0.6666666666666666,she,1.0,0.7142857142857143,1.0,the,achieve
265,1.0,1.0,1.5,im,1.0,2.5,1.0,umhmm,of
266,1.0,1.0,1.3333333333333333,stock,1.0,1.0,0.6666666666666666,sigh,they
267,1.0,1.0,1.0,the,1.0,0.8571428571428571,0.875,im,exploit
268,2.0,1.0,0.8,eight four,1.0,0.9,0.9,a,ablebodied
269,1.0,1.0,1.0,the,1.0,1.0,1.0,the,long
270,1.0,0.8,0.9166666666666666,the,3.0,1.2,1.0833333333333333,ill be watching,copenhagen
271,1.0,0.8,0.8,why,1.0,0.6,0.6,what,water
272,1.0,0.75,0.5,oh,1.0,1.75,1.75,college,echo
273,1.0,0.5,1.0,the,1.0,0.8333333333333334,0.6,im,blithe
274,1.0,0.75,1.0,no,1.0,0.75,1.0,no,look
275,1.0,1.0,1.0,yeah,1.0,1.0,1.0,yeah,them
276,1.0,0.9,1.0,im,1.0,0.8,0.7777777777777778,come,convulsion
277,1.0,1.0,1.0,im,1.0,0.75,1.0,so,frog
278,1.0,1.0,1.0,oh,1.0,1.0,1.0,oh,alt
279,1.0,1.0,1.0,im,1.0,1.0,1.0,no,may
280,1.0,1.0,1.0,its,1.0,0.8571428571428571,0.8333333333333334,a,ashamed
281,1.0,1.0,0.8571428571428571,what,1.0,0.8,1.0,the,romeo
282,1.0,1.0,1.0,no,1.0,0.75,0.75,meg,make
283,1.0,0.9230769230769231,1.0,okay,1.0,0.9230769230769231,1.0,umhmm,massachusetts
284,1.0,1.0,1.0,the,1.0,1.0,1.0,,downward
285,1.0,1.0,1.0,no,2.0,1.5,2.0,i know,blue
286,2.0,1.0,1.2,stop ben,0.0,0.0,0.0,seven,seven
287,3.0,1.0,1.5714285714285714,one game so,2.0,0.8,1.0,one game,rendezvous
288,1.0,0.75,0.5,oh,1.0,1.0,1.0,im,echo
289,1.0,0.3333333333333333,0.3333333333333333,now,1.0,0.3333333333333333,0.6666666666666666,ow,how
290,1.0,0.8,1.0,oh,1.0,1.0,0.75,coochie,cushy
291,1.0,0.6666666666666666,1.0,the,1.0,0.6666666666666666,1.0,the,use
292,1.0,0.6,1.0,the,1.0,0.8,0.75,s,baths
293,1.0,0.5,0.6666666666666666,why,0.0,0.0,0.0,when,when
294,5.0,1.1666666666666667,1.2857142857142858,a joke or a joke,4.0,1.0,1.0714285714285714,i joked or so,agricultural
295,1.0,0.7142857142857143,1.0,the,1.0,0.7142857142857143,1.0,the,achieve
296,2.0,0.7,0.75,hes not,1.0,0.9,0.875,the,irresolute
297,1.0,0.75,1.0,the,2.0,0.875,0.8888888888888888,lack low,lethargy
298,1.0,1.5,1.5,wait,1.0,1.5,1.5,wait,we
299,1.0,0.8181818181818182,1.0,the,1.0,0.8181818181818182,1.0,the,entertainer
300,1.0,0.875,1.0,shi,2.0,0.75,0.6363636363636364,sigh cant,gigantic
301,1.0,0.8,1.0,the,1.0,0.8,0.6,games,paste
302,0.0,0.0,0.0,so,0.0,0.0,0.0,so,so
303,1.0,1.0,1.5,im,1.0,1.5,1.0,ill,of
304,1.0,0.75,0.75,oh,1.0,0.75,1.0,the,toil
305,1.0,0.8,0.8,a,1.0,1.0,1.0,im,delta
306,1.0,0.7272727272727273,0.8888888888888888,the,1.0,0.7272727272727273,0.8888888888888888,the,brotherhood
307,3.0,1.0,1.5714285714285714,one game so,2.0,0.8,0.8571428571428571,one day,rendezvous
308,1.0,1.0,0.6666666666666666,oh,1.0,1.0,1.0,uh,bravo
309,1.0,0.8,1.0,the,1.0,0.8,1.0,the,romeo
310,1.0,0.75,0.6666666666666666,s,1.0,0.5,1.3333333333333333,saint,said
311,1.0,0.8,1.0,s,1.0,0.4,0.75,sshoot,shout
312,1.0,0.3333333333333333,0.3333333333333333,why,1.0,0.6666666666666666,0.6666666666666666,wang,way
313,1.0,1.0,1.0,the,1.0,1.0,1.0,s,downward
314,2.0,0.8888888888888888,0.8888888888888888,im going,1.0,0.5555555555555556,0.4444444444444444,barcolos,bungalows
315,1.0,0.8181818181818182,0.9,on,1.0,0.7272727272727273,0.8,con,convenience
316,1.0,1.0,1.0,oh,1.0,1.0,1.0,the,into
317,3.0,1.4,1.6,im a lion,1.0,1.0,0.8,im,clown
318,1.0,1.0,1.0,e,1.0,2.0,1.0,yeah,if
319,1.0,0.8333333333333334,1.0,the,1.0,0.8333333333333334,1.0,a,hanger
320,1.0,1.0,1.0,what,1.0,0.8333333333333334,1.0,all,advice
321,1.0,0.8333333333333334,0.8,what,1.0,0.8333333333333334,0.8,what,rabbit
322,2.0,1.25,1.5,im busy,1.0,1.0,0.75,s,many
323,4.0,1.4444444444444444,1.3333333333333333,id say some didnt,4.0,1.3333333333333333,1.3333333333333333,odds son the end,astounded
324,1.0,1.0,1.0,yeah,1.0,1.0,1.0,the,long
325,1.0,2.0,1.0,yeah,1.0,2.5,1.5,umhmm,in
326,2.0,1.0,1.2,stop ben,0.0,0.0,0.0,seven,seven
327,2.0,2.3333333333333335,1.3333333333333333,daughterinlaws dad,2.0,1.3333333333333333,0.7777777777777778,dying dance,digest
328,1.0,1.0,1.0,oh,1.0,1.0,1.0,no,lawyer
329,1.0,5.0,3.0,eight,0.0,0.0,0.0,a,a
330,1.0,1.0,1.0,so,1.0,1.0,1.0,the,alt
331,1.0,0.5,1.0,oh,1.0,0.5,1.0,oh,or
332,1.0,1.0,1.0,im,1.0,1.0,1.0,ow,alpha
333,1.0,1.0,0.9,shes,1.0,0.8,0.9,the,exactitude
334,3.0,0.9,0.9090909090909091,she is a,2.0,0.7,0.8181818181818182,shadow of,chatterbox
335,1.0,1.0,1.0,the,1.0,1.0,1.0,,downward
336,1.0,0.8,1.0,e,0.0,0.0,0.0,eight,eight
337,1.0,0.875,1.0,im,3.0,1.25,1.3333333333333333,he knew saying,anything
338,1.0,1.0,1.0,a,0.0,0.0,0.0,i,i
339,1.0,0.875,1.0,the,1.0,0.875,1.0,the,bequeath
340,1.0,0.6666666666666666,1.0,the,3.0,1.0,1.6,to use eight,toothache
341,1.0,1.0,0.75,the,1.0,1.0,1.0,,papa
342,1.0,2.0,1.0,yeah,1.0,1.0,1.5,yes,is
343,1.0,0.8,0.8,a,1.0,0.8,0.8,a,india
344,1.0,0.8,1.0,the,1.0,0.8,0.8333333333333334,team,tango
