,in_wers,in_cers,in_texts,new_wers,new_cers,new_texts,refs
30,0.21428571428571427,0.14018691588785046,the resistance to prussian rule accelerated the economic development in progress especially now,0.21428571428571427,0.14018691588785046,the resistance to prussian rule accelerated the economic development in progress especially now,the resistance to prussian rule accelerated the economic development and progress especially in agriculture
31,0.0,0.0,it specializes in apes and monkeys,0.0,0.0,it specializes in apes and monkeys,it specializes in apes and monkeys
32,0.0,0.0,as a result the ban on the asian wall street journal was also lifted,0.0,0.0,as a result the ban on the asian wall street journal was also lifted,as a result the ban on the asian wall street journal was also lifted
33,0.0,0.0,the tradition blends strong european and african cultural influences,0.0,0.0,the tradition blends strong european and african cultural influences,the tradition blends strong european and african cultural influences
34,0.09090909090909091,0.04918032786885246,it has been difficult for libel to organize in such locations,0.09090909090909091,0.04918032786885246,it has been difficult for libel to organize in such locations,it has been difficult for labor to organize in such locations
35,0.2857142857142857,0.25773195876288657,from the second season onward the action sequences and silverstone supports,0.2857142857142857,0.25773195876288657,from the second season onward the action sequences and silverstone supports,from the second season onward the action sequences and silverstone subplots became more prominent
36,0.2857142857142857,0.07317073170731707,that was a serious act of his subordination,0.2857142857142857,0.07317073170731707,that was a serious act of his subordination,that was a serious act of insubordination
37,0.1,0.0547945205479452,the soundtrack received positive reviews from critics and music lists,0.1,0.0547945205479452,the soundtrack received positive reviews from critics and music lists,the soundtrack received positive reviews from critics and music listeners
38,0.16666666666666666,0.07692307692307693,usually served on half coconut shells,0.16666666666666666,0.07692307692307693,usually served on half coconut shells,usually served on halved coconut shells
39,0.0,0.0,fox does not air network programming on weekdays,0.0,0.0,fox does not air network programming on weekdays,fox does not air network programming on weekdays
40,0.2857142857142857,0.16853932584269662,opposition parties largely criticized that people would be limited on their,0.2857142857142857,0.16853932584269662,opposition parties largely criticized that people would be limited on their,opposition parties largely criticised that people would be limited on their right to vote
41,0.2,0.20833333333333334,common software includes imovie and movie maker for users,0.2,0.20833333333333334,common software includes imovie and movie maker for users,common software includes imovie and movie maker for userfriendly options
42,0.3333333333333333,0.39473684210526316,the eastern border of the township follows the,0.3333333333333333,0.39473684210526316,the eastern border of the township follows the,the eastern border of the township follows the ridgecrest of tussey mountain
43,0.0,0.0,it organized the young party members,0.0,0.0,it organized the young party members,it organized the young party members
44,0.0,0.0,never before had such a thing happened,0.0,0.0,never before had such a thing happened,never before had such a thing happened
45,0.36363636363636365,0.32727272727272727,hes one of the most important and oldest,0.36363636363636365,0.34545454545454546,he is one of the most important and oldest,is one of the most important and oldest teams in mexico
46,0.0,0.0,he then served as chief of the defence staff during the gulf war,0.0,0.0,he then served as chief of the defence staff during the gulf war,he then served as chief of the defence staff during the gulf war
47,0.2222222222222222,0.02,so i picked up that innocent looking piece of paper,0.2222222222222222,0.02,so i picked up that innocent looking piece of paper,so i picked up that innocentlooking piece of paper
48,0.0,0.0,they have three children and six grandchildren,0.0,0.0,they have three children and six grandchildren,they have three children and six grandchildren
49,0.5454545454545454,0.49019607843137253,men on each side have the same,0.5454545454545454,0.49019607843137253,men on each side have the same,men on each side have to say look were all brothers
50,0.3333333333333333,0.02702702702702703,they are elected for four year periods,0.3333333333333333,0.02702702702702703,they are elected for four year periods,they are elected for fouryear periods
51,0.0,0.0,it features built in irrigation and drainage,0.0,0.0,it features built in irrigation and drainage,it features built in irrigation and drainage
52,0.125,0.16129032258064516,christmans daughter is noted scientology critic tory,0.125,0.16129032258064516,christmans daughter is noted scientology critic tory,christmans daughter is noted scientology critic tory christman
53,0.125,0.041666666666666664,dorik also played with members of crash worship,0.125,0.041666666666666664,dorik also played with members of crash worship,doerck also played with members of crash worship
54,0.09090909090909091,0.016129032258064516,laguere was one of the most prolific novelists of puerto rico,0.18181818181818182,0.04838709677419355,la guyre was one of the most prolific novelists of puerto rico,laguerre was one of the most prolific novelists of puerto rico
55,0.21428571428571427,0.125,in the meantime children learn how to name cardinalities that they can,0.21428571428571427,0.125,in the meantime children learn how to name cardinalities that they can,in the mean time children learn how to name cardinalities that they can subitize
56,0.0,0.0,they disbanded shortly after,0.0,0.0,they disbanded shortly after,they disbanded shortly after
57,0.125,0.04918032786885246,the williamsport regional airport is located in montresville,0.125,0.04918032786885246,the williamsport regional airport is located in montresville,the williamsport regional airport is located in montoursville
58,0.2,0.125,its current senators are democrats mazie girono and brian,0.2,0.125,its current senators are democrats mazie girono and brian,its current senators are democrats mazie hirono and brian schatz
59,0.5833333333333334,0.34831460674157305,the smaller block houses took various forms including d shapes,0.5833333333333334,0.34831460674157305,the smaller block houses took various forms including d shapes,the smaller blockhouses took various forms including dshapes octagonal and square designs
60,0.07692307692307693,0.013888888888888888,after the war he resumed writing and for several years resided in mexic,0.07692307692307693,0.013888888888888888,after the war he resumed writing and for several years resided in mexic,after the war he resumed writing and for several years resided in mexico
61,0.07692307692307693,0.1625,the study of ancient handwriting usually in ink is a separate field,0.07692307692307693,0.1625,the study of ancient handwriting usually in ink is a separate field,the study of ancient handwriting usually in ink is a separate field palaeography
62,0.0,0.0,bob scott replaced scarborough on the track,0.0,0.0,bob scott replaced scarborough on the track,bob scott replaced scarborough on the track
63,0.0,0.0,this is just a fancy way of saying that the coframe is orthonormal,0.0,0.0,this is just a fancy way of saying that the coframe is orthonormal,this is just a fancy way of saying that the coframe is orthonormal
64,0.42857142857142855,0.42857142857142855,some discount holiday flights still operated from nagoya,0.42857142857142855,0.42857142857142855,some discount holiday flights still operated from nagoya,some discount holiday flights still operated from nagoya drawing passengers from the kansai region
65,0.4,0.21951219512195122,rattle snakes tend to avoid developed areas preferring undisturbed,0.4,0.21951219512195122,rattle snakes tend to avoid developed areas preferring undisturbed,rattlesnakes tend to avoid developed areas preferring undisturbed natural habitats
66,0.25,0.2631578947368421,nowadays the two works are distinguished by their origin,0.25,0.2631578947368421,nowadays the two works are distinguished by their origin,nowadays the two works are distinguished by their origin original versus arr
67,0.07692307692307693,0.1,a change from one significant condition to another is called a signal turn,0.07692307692307693,0.1,a change from one significant condition to another is called a signal turn,a change from one significant condition to another is called a signal transition
68,0.2,0.02857142857142857,clearly this automation recognizes l,0.2,0.02857142857142857,clearly this automation recognizes l,clearly this automaton recognizes l
69,0.2,0.125,these extras were called phillies,0.2,0.125,these extras were called phillies,these extras were called feelies
70,0.2727272727272727,0.2698412698412698,paul fee is the chief executive officer of old,0.18181818181818182,0.2222222222222222,paul feeney is the chief executive officer of old,paul feeney is the chief executive officer of old mutual wealth
71,0.14285714285714285,0.08791208791208792,the company is responsible for producing many shows and events particularly for news,0.14285714285714285,0.08791208791208792,the company is responsible for producing many shows and events particularly for news,the company is responsible for producing many shows and events particularly for network ten
72,0.0,0.0,scrambling is also required on both ridges,0.0,0.0,scrambling is also required on both ridges,scrambling is also required on both ridges
73,0.3076923076923077,0.2988505747126437,twelve national guard members were killed while only one guard,0.3076923076923077,0.2988505747126437,twelve national guard members were killed while only one guard,twelve national guard members were killed while only one guerrilla was slightly wounded
74,0.0,0.0,very little primary forest is left on grand cayman,0.0,0.0,very little primary forest is left on grand cayman,very little primary forest is left on grand cayman
75,0.3076923076923077,0.2876712328767123,the design is well suited for cabinet making and hazard,0.3076923076923077,0.3424657534246575,the design is well suited for cabinet making and,the design is well suited for cabinet making and hammering in small nails
76,0.35714285714285715,0.3333333333333333,walker developed with business jobs and other services generated,0.35714285714285715,0.3333333333333333,walker developed with business jobs and other services generated,walker developed with business jobs and other services generated by four other logging companies
77,0.2857142857142857,0.2898550724637681,vd is one of the chief sources of yellow color in,0.2857142857142857,0.2753623188405797,vri is one of the chief sources of yellow color in,v dearei is one of the chief sources of yellow color in vanda hybrids
78,0.35714285714285715,0.3373493975903614,fearing that the object of his hearts desire is unattended,0.35714285714285715,0.3373493975903614,fearing that the object of his hearts desire is unattended,fearing that the object of his hearts desire is unattainable gloom settles upon him
79,0.0,0.0,the network includes two distinct series of highways,0.0,0.0,the network includes two distinct series of highways,the network includes two distinct series of highways
80,0.4,0.2962962962962963,youd never guess i couldnt guess,0.0,0.0,youll never guess i couldnt,youll never guess i couldnt
81,0.14285714285714285,0.06666666666666667,we need to take an interdisciplinary approach in,0.0,0.0,we need to take an interdisciplinary approach,we need to take an interdisciplinary approach
82,0.0,0.0,we can only see what we think is possible,0.0,0.0,we can only see what we think is possible,we can only see what we think is possible
83,0.2857142857142857,0.12121212121212122,she seemed to swear like a sapling s,0.14285714285714285,0.06060606060606061,she seemed to swear like a sapling,she seemed to sway like a sapling
84,0.2,0.2,i think she feels shes in direct competition,0.2,0.2,i think she feels shes in direct competition,i think she feels shes in direct competition with buffy
85,0.45454545454545453,0.5333333333333333,guns with whom he wrote most,0.45454545454545453,0.5333333333333333,guns with whom he wrote most,guns with whom he wrote most of their selftitled debut album
86,0.0,0.0,she was named for severn river in maryland,0.0,0.0,she was named for severn river in maryland,she was named for severn river in maryland
87,0.0,0.0,langes later raced in touring cars,0.0,0.0,langes later raced in touring cars,langes later raced in touring cars
88,0.23076923076923078,0.3,the supreme court in revision only decides points of law,0.23076923076923078,0.3,the supreme court in revision only decides points of law,the supreme court in revision only decides points of law not substantial matters
89,0.09090909090909091,0.1076923076923077,later they moved further south to puerto natales and punta,0.09090909090909091,0.1076923076923077,later they moved further south to puerto natales and punta,later they moved further south to puerto natales and punta arenas
90,0.0,0.0,led by indra they approached lord vishnu for help,0.0,0.0,led by indra they approached lord vishnu for help,led by indra they approached lord vishnu for help
91,0.0,0.0,he was born in market deeping lincolnshire,0.0,0.0,he was born in market deeping lincolnshire,he was born in market deeping lincolnshire
92,0.07142857142857142,0.06329113924050633,lettuce is also used as a primary ingredient in the preparation of lettuce,0.07142857142857142,0.06329113924050633,lettuce is also used as a primary ingredient in the preparation of lettuce,lettuce is also used as a primary ingredient in the preparation of lettuce soup
93,0.0,0.0,he also became a regular contributor to samuel putnams the new review,0.0,0.0,he also became a regular contributor to samuel putnams the new review,he also became a regular contributor to samuel putnams the new review
94,0.0,0.0,he has competed in all three of the grand tours,0.0,0.0,he has competed in all three of the grand tours,he has competed in all three of the grand tours
95,0.1111111111111111,0.019230769230769232,computer gaming world praised the games as simply fun,0.1111111111111111,0.019230769230769232,computer gaming world praised the games as simply fun,computer gaming world praised the game as simply fun
96,0.0,0.0,the title gospel of nicodemus is medieval in origin,0.0,0.0,the title gospel of nicodemus is medieval in origin,the title gospel of nicodemus is medieval in origin
97,0.25,0.17307692307692307,all songs by john vandersleis unless otherwise,0.25,0.17307692307692307,all songs by john vandersleis unless otherwise,all songs by john vanderslice unless otherwise noted
98,0.15384615384615385,0.21505376344086022,its fragility and limited current capability made it unsuitable for power,0.15384615384615385,0.21505376344086022,its fragility and limited current capability made it unsuitable for power,its fragility and limited current capability made it unsuitable for power supply applications
99,0.0,0.0,it had been a native american camp site,0.0,0.0,it had been a native american camp site,it had been a native american camp site
100,0.0,0.0,although perhaps not quite so brilliant,0.0,0.0,although perhaps not quite so brilliant,although perhaps not quite so brilliant
101,0.2222222222222222,0.21311475409836064,she collaborated with writer and minister edward,0.2222222222222222,0.21311475409836064,she collaborated with writer and minister edward,she collaborated with writer and minister edward everett hale
102,0.0,0.0,he is from ghazni province,0.0,0.0,he is from ghazni province,he is from ghazni province
103,0.35714285714285715,0.4634146341463415,it is judged by an independent panel made up,0.35714285714285715,0.4634146341463415,it is judged by an independent panel made up,it is judged by an independent panel made up of automotive journalists and experts
104,0.07142857142857142,0.02247191011235955,the script was very similar to the one used in samtraguptas allahabad pillar inscription,0.07142857142857142,0.02247191011235955,the script was very similar to the one used in samtraguptas allahabad pillar inscription,the script was very similar to the one used in samudraguptas allahabad pillar inscription
105,0.0,0.0,to this messiah however was actually united christ the saviour who redeemed men,0.0,0.0,to this messiah however was actually united christ the saviour who redeemed men,to this messiah however was actually united christ the saviour who redeemed men
106,0.0,0.0,kaffrine lies in senegals peanut basin,0.0,0.0,kaffrine lies in senegals peanut basin,kaffrine lies in senegals peanut basin
107,0.0,0.0,she performed in leading and supporting roles over nearly six decades,0.0,0.0,she performed in leading and supporting roles over nearly six decades,she performed in leading and supporting roles over nearly six decades
108,0.0,0.0,it includes an almost complete flora of schenectady county,0.0,0.0,it includes an almost complete flora of schenectady county,it includes an almost complete flora of schenectady county
109,0.07692307692307693,0.05714285714285714,he was crowned after his fathers death but the actual ruler was his mother,0.07692307692307693,0.05714285714285714,he was crowned after his fathers death but the actual ruler was his mother,he was crowned after fathers death but the actual ruler was his mother
110,0.07692307692307693,0.10843373493975904,it has one public primary and middle school with approximately two hundred,0.07692307692307693,0.10843373493975904,it has one public primary and middle school with approximately two hundred,it has one public primary and middle school with approximately two hundred students
111,0.15384615384615385,0.0821917808219178,the wreckage from the jets landed near a primary school in southwest,0.15384615384615385,0.0821917808219178,the wreckage from the jets landed near a primary school in southwest,the wreckage from the jets landed near a primary school in south wiesmoor
112,0.3333333333333333,0.28169014084507044,the tower is visible around portsmouth changing the,0.3333333333333333,0.28169014084507044,the tower is visible around portsmouth changing the,the tower is visible around portsmouth changing the horizon of the area
113,0.25,0.06896551724137931,hence the race is also known as snakeboat race in england,0.25,0.06896551724137931,hence the race is also known as snakeboat race in england,hence the race is also known as snake boat race in english
114,0.0,0.0,he plays in the country rock group blue giant,0.0,0.0,he plays in the country rock group blue giant,he plays in the country rock group blue giant
115,0.8461538461538461,0.7,both always and smell this,0.8461538461538461,0.7,both always and smell this,both ordway and smerlas denied money was made on the resale of tickets
116,0.18181818181818182,0.27710843373493976,however it lost the bidding war to television syndication company,0.18181818181818182,0.27710843373493976,however it lost the bidding war to television syndication company,however it lost a bidding war to television syndication company lorimartelepictures
117,0.3333333333333333,0.2,from age six to fifteen he attended guyhill indian reservoir,0.3333333333333333,0.2,from age six to fifteen he attended guyhill indian reservoir,from age six to fifteen he attended guy hill indian residential school
118,0.0,0.0,the original building and part of the structure could be reused,0.0,0.0,the original building and part of the structure could be reused,the original building and part of the structure could be reused
119,0.45454545454545453,0.3870967741935484,it consists of type data priority evolve,0.45454545454545453,0.3870967741935484,it consists of type data priority evolve,it consists of type data priority evoke logic and action slots
120,0.25,0.05084745762711865,mark blundelford tyrrell completed the podium celebrations,0.25,0.05084745762711865,mark blundelford tyrrell completed the podium celebrations,mark blundell for tyrrell completed the podium celebrations
121,0.0,0.0,both begin to suffer from ill health,0.0,0.0,both begin to suffer from ill health,both begin to suffer from ill health
122,0.4166666666666667,0.16,after leaving hawker and stacier returned to private life and marit roy died,0.5,0.18666666666666668,after leaving hawker and stacy returned to private life in marit roy died,after leaving hawkwind stacia returned to private life and married roy dyke
123,0.0,0.0,these handbooks describe monsters and creatures,0.0,0.0,these handbooks describe monsters and creatures,these handbooks describe monsters and creatures
124,0.0,0.0,ilkley and skipton to bradford are hourly,0.0,0.0,ilkley and skipton to bradford are hourly,ilkley and skipton to bradford are hourly
125,0.23076923076923078,0.1956521739130435,comers administration applied the increases in spending for education only,0.23076923076923078,0.1956521739130435,comers administration applied the increases in spending for education only,comers administration applied the increases in spending for education only of white students
126,0.2857142857142857,0.23529411764705882,however he did not name the island nor did,0.0,0.0,however he did not name the island,however he did not name the island
127,0.09090909090909091,0.017241379310344827,each collar bears red bendlets from the arms of the byron,0.09090909090909091,0.017241379310344827,each collar bears red bendlets from the arms of the byron,each collar bears red bendlets from the arms of the byrons
128,0.5,0.4722222222222222,he released one album on wonders records,0.5,0.4722222222222222,he released one album on wonders records,he released one album on warner brothers records titled back tuva future
129,0.5714285714285714,0.5454545454545454,microorganisms express both cobalam,0.5714285714285714,0.5454545454545454,microorganisms express both cobalam,microorganisms express both cobalamindependent and cobalaminindependent forms
130,0.0,0.0,it was an umbrella,0.0,0.0,it was an umbrella,it was an umbrella
131,0.7692307692307693,0.6746987951807228,hypatias bishop of gandra is,0.7692307692307693,0.6867469879518072,hypaccios bishop of gandra is,hypatios bishop of gangra is considered a saint in the orthodox christian tradition
132,0.0,0.0,it is its singularity what makes you forget about its shortage,0.0,0.0,it is its singularity what makes you forget about its shortage,it is its singularity what makes you forget about its shortage
133,0.16666666666666666,0.08333333333333333,and i do not envy myself i,0.0,0.0,and i do not envy myself,and i do not envy myself
134,0.0,0.0,the emulator does not allow the use of credit cards that are not legally authorized,0.0,0.0,the emulator does not allow the use of credit cards that are not legally authorized,the emulator does not allow the use of credit cards that are not legally authorized
135,0.2,0.15384615384615385,my keyboard closed at night,0.2,0.15384615384615385,my keyboard closed at night,my keyboard glows at night
136,0.2727272727272727,0.26153846153846155,despite its name it was not directly established,0.2727272727272727,0.26153846153846155,despite its name it was not directly established,despite its name it was not directly established by bandai visual
137,0.07692307692307693,0.07317073170731707,ottawa canadas capital is located in eastern canada within the province of an,0.07692307692307693,0.07317073170731707,ottawa canadas capital is located in eastern canada within the province of an,ottawa canadas capital is located in eastern canada within the province of ontario
138,0.0,0.0,the results fully justified my faith,0.0,0.0,the results fully justified my faith,the results fully justified my faith
139,0.3076923076923077,0.23076923076923078,her posthumously published second poetry collection and novel appeared,0.3076923076923077,0.23076923076923078,her posthumously published second poetry collection and novel appeared,her posthumously published second poetry collection and novel appeared under her given name
140,0.0,0.0,she and fleming stayed with the group throughout its run,0.0,0.0,she and fleming stayed with the group throughout its run,she and fleming stayed with the group throughout its run
141,0.0,0.0,it is no longer printed in the romanian bibles today,0.0,0.0,it is no longer printed in the romanian bibles today,it is no longer printed in the romanian bibles today
142,0.1111111111111111,0.08571428571428572,bordering the green are municipal commercial and university street,0.1111111111111111,0.08571428571428572,bordering the green are municipal commercial and university street,bordering the green are municipal commercial and university structures
143,0.25,0.1232876712328767,in the first book the seventh sinner jacqueline is unwilling to take,0.25,0.1232876712328767,in the first book the seventh sinner jacqueline is unwilling to take,in the first book the seventh sinner jacqueline is an unwilling detective
144,0.08333333333333333,0.06451612903225806,the square in front of buildings served as a parade ground,0.08333333333333333,0.06451612903225806,the square in front of buildings served as a parade ground,the square in front of the buildings served as a parade ground
145,0.42857142857142855,0.4946236559139785,it flows east into northern steuben county then,0.42857142857142855,0.4946236559139785,it flows east into northern steuben county then,it flows east into northern steuben county then generally southeast past hornell and canisteo
146,0.5,0.3787878787878788,unlike other gymnosperms they process vessel,0.5,0.36363636363636365,unlike other gymnosperms their possess vessel,unlike other gymnosperms they possess vessel elements in the xylem
147,0.21428571428571427,0.25675675675675674,as a result food chains of the old and new environments,0.21428571428571427,0.25675675675675674,as a result food chains of the old and new environments,as a result food chains of the old and new environments may be compromised
148,0.5714285714285714,0.425531914893617,holding has been awarded by the astrological assistance,0.5714285714285714,0.425531914893617,holding has been awarded by the astrological assistance,houlding has been awarded by the astrological associations of great britain romania and others
149,0.2,0.03125,mirza gulam ahmad married twice,0.2,0.03125,mirza gulam ahmad married twice,mirza ghulam ahmad married twice
150,0.2,0.017543859649122806,he runs worldwide words a website devoted to linguistics,0.2,0.017543859649122806,he runs worldwide words a website devoted to linguistics,he runs world wide words a website devoted to linguistics
151,0.35714285714285715,0.36,the nearest railway station is about a mile away,0.35714285714285715,0.36,the nearest railway station is about a mile away,the nearest railway station is about a mile away in the village of brundall
152,0.0,0.0,the two men throw the cheerleader in the air,0.0,0.0,the two men throw the cheerleader in the air,the two men throw the cheerleader in the air
153,0.25,0.13333333333333333,a cyclist is riding past a decorating building in,0.125,0.06666666666666667,a cyclist is riding past a decorating building,a cyclist is riding past a decorated building
154,0.25,0.23809523809523808,two players on a field fighting each other playing a,0.0,0.0,two players on a field fighting each other,two players on a field fighting each other
155,0.3333333333333333,0.08333333333333333,we all stars,0.3333333333333333,0.08333333333333333,we all stars,wa all stars
156,0.0,0.0,the reason given was that the club was too loud,0.0,0.0,the reason given was that the club was too loud,the reason given was that the club was too loud
157,0.3333333333333333,0.265625,the romanian will finally get his title short but,0.3333333333333333,0.265625,the romanian will finally get his title short but,the romanian will finally get his title shot but on short notice
158,0.5,0.2222222222222222,he repeats johans lehman,0.5,0.2222222222222222,he repeats johans lehman,he replaced johannes lehman
159,0.125,0.061224489795918366,public relation is the action of convincing people,0.125,0.061224489795918366,public relation is the action of convincing people,public relation is an action of convincing people
160,0.3333333333333333,0.24050632911392406,he was notable for first hypothesizing the cellular processes,0.3333333333333333,0.24050632911392406,he was notable for first hypothesizing the cellular processes,he was notable for first hypothesising the cellular processes that cause cancer
161,0.5,0.4880952380952381,they are also a repository of holotypes used,0.5,0.4880952380952381,they are also a repository of holotypes used,they are also the repository of holotypes used as the official definition of species
162,0.1,0.1111111111111111,there is a decorative garden with flowers and decorative,0.1,0.1111111111111111,there is a decorative garden with flowers and decorative,there is a decorative garden with flowers and decorative plants
163,0.0,0.0,the album art theme is that of the pink panther,0.0,0.0,the album art theme is that of the pink panther,the album art theme is that of the pink panther
164,0.0,0.0,she has been a consistent and ardent advocate on behalf of tribal america,0.0,0.0,she has been a consistent and ardent advocate on behalf of tribal america,she has been a consistent and ardent advocate on behalf of tribal america
165,0.125,0.06451612903225806,his later paintings exhibit looser and more painterly brushstrokes,0.25,0.11290322580645161,his later paintings exhibit looser and more painly brushstrokes,his later paintings exhibit looser more painterly brushstrokes
166,0.0,0.0,the bookshop is used as a venue for author presentations and discussions,0.0,0.0,the bookshop is used as a venue for author presentations and discussions,the bookshop is used as a venue for author presentations and discussions
167,0.07692307692307693,0.05555555555555555,an official live recording can be found in the original bootlegs box,0.07692307692307693,0.05555555555555555,an official live recording can be found in the original bootlegs box,an official live recording can be found in the original bootlegs box set
168,0.0,0.0,he was an italian or german,0.0,0.0,he was an italian or german,he was an italian or german
169,0.2857142857142857,0.28421052631578947,additionally the league broke into three separate divisions the east,0.2857142857142857,0.28421052631578947,additionally the league broke into three separate divisions the east,additionally the league broke into three separate divisions the east central and west divisions
170,0.0,0.0,they have been explained,0.0,0.0,they have been explained,they have been explained
171,0.3333333333333333,0.26595744680851063,shortly thereafter eleanor roosevelt the widow of the commander in chief,0.3333333333333333,0.26595744680851063,shortly thereafter eleanor roosevelt the widow of the commander in chief,shortly thereafter eleanor roosevelt the widow of the commanderinchief joined the organization
172,0.2857142857142857,0.02631578947368421,he was the son of a watchmaker mechanic,0.2857142857142857,0.02631578947368421,he was the son of a watchmaker mechanic,he was the son of a watchmakermechanic
173,0.0,0.0,it includes the international space hall of fame,0.0,0.0,it includes the international space hall of fame,it includes the international space hall of fame
174,0.0,0.0,it originates in carolingian minuscule,0.0,0.0,it originates in carolingian minuscule,it originates in carolingian minuscule
175,0.1111111111111111,0.057692307692307696,this is supposed to impart courage and strength to them,0.1111111111111111,0.057692307692307696,this is supposed to impart courage and strength to them,this is supposed impart courage and strength to them
176,0.0,0.0,having set the food in order they pray,0.0,0.0,having set the food in order they pray,having set the food in order they pray
177,0.0,0.0,one of his deceased kinsfolk or ancestors is at the bottom of it,0.0,0.0,one of his deceased kinsfolk or ancestors is at the bottom of it,one of his deceased kinsfolk or ancestors is at the bottom of it
178,0.0,0.0,ive made up my mind to live the remainder of my life differently,0.0,0.0,ive made up my mind to live the remainder of my life differently,ive made up my mind to live the remainder of my life differently
179,0.0,0.0,the head is short and somewhat covered by the prothorax,0.0,0.0,the head is short and somewhat covered by the prothorax,the head is short and somewhat covered by the prothorax
180,0.0,0.0,authentication may be enabled on the session,0.0,0.0,authentication may be enabled on the session,authentication may be enabled on the session
